211100797,00029,21110079700029,O,1983-12-21,00,2019,,2021-10-27T08:06:43,false,4,,,,,GRANDE'RUE,11390,CAUDEBRONDE,,,11079,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
211100797,00037,21110079700037,O,1993-06-16,NN,,,2008-01-04T18:25:36,false,3,,,,,,11390,CAUDEBRONDE,,,11079,,,,,,,,,,,,,,,,,,,2008-01-01,A,CAMPING MUNICIPAL FONTCOUVERTE,,,,55.30Z,NAFRev2,N
211100797,00045,21110079700045,O,1997-01-01,NN,,,2008-01-04T18:25:36,false,3,MAIRIE,,,,,11390,CAUDEBRONDE,,,11079,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
211100805,00012,21110080500012,O,1983-03-01,NN,,,2017-05-04T01:22:01,true,4,HOTEL DE VILLE,,,,,11230,VAL DE LAMBRONNE,,,11080,,,,,,,,,,,,,,,,,,,2016-01-01,F,MAIRIE,,,,84.11Z,NAFRev2,N
211100805,00020,21110080500020,O,1983-12-21,NN,,,2017-05-04T01:22:01,false,5,,1,,RUE,DE L'ECOLE,11230,VAL DE LAMBRONNE,,,11080,,,,,,,,,,,,,,,,,,,2016-01-01,F,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
211100805,00038,21110080500038,O,1997-01-01,NN,,,2016-02-13T12:57:59,false,4,HOTEL DE VILLE,,,,,11230,VAL DE LAMBRONNE,,,11080,,,,,,,,,,,,,,,,,,,2016-01-01,F,SERVICE DES EAUX,,,,36.00Z,NAFRev2,N
211100805,00046,21110080500046,O,1997-01-01,NN,,,2016-02-13T12:57:59,false,4,HOTEL DE VILLE,,,,,11230,VAL DE LAMBRONNE,,,11080,,,,,,,,,,,,,,,,,,,2016-01-01,F,SERVICE ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
211100805,00053,21110080500053,O,2000-02-22,NN,,,2016-02-13T12:57:59,false,4,MAIRIE,,,,,11230,VAL DE LAMBRONNE,,,11080,,,,,,,,,,,,,,,,,,,2016-01-01,F,LOGEMENT SOCIAL,,,,84.12Z,NAFRev2,N
211100813,00016,21110081300016,O,1983-03-01,12,2019,,2021-10-27T08:06:43,true,4,,,,PL,DE LA MAIRIE,11160,CAUNES-MINERVOIS,,,11081,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211100813,00024,21110081300024,O,1983-12-21,02,2019,,2021-10-27T08:06:43,false,3,,,,RUE,DES ECOLES,11160,CAUNES-MINERVOIS,,,11081,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE,,,,85.10Z,NAFRev2,N
