288300403,00020,28830040300020,O,1999-01-01,NN,,,2018-06-07T14:15:32,false,4,,38,,AV,ROBERT FABRE,83440,FAYENCE,,,83055,,,,,,,,,,,,,,,,,,,2017-12-25,A,CENTRE D'INCENDIE ET DE SECOURS,,,,84.25Z,NAFRev2,N
288300403,00038,28830040300038,O,1999-01-01,NN,,,2018-06-07T14:18:33,false,4,QUARTIER ESCLAPIERES,,,RUE,STE BRIGITTE,83440,MONTAUROUX,,,83081,,,,,,,,,,,,,,,,,,,2017-12-25,A,CENTRE D'INCENDIE ET DE SECOURS,,,,84.25Z,NAFRev2,N
288300403,00046,28830040300046,O,1999-01-01,NN,,,2019-11-14T14:01:02,false,4,,,,RUE,JEAN AICARD,83520,ROQUEBRUNE-SUR-ARGENS,,BP 31,83107,,,,,,,,,,,,,,,,,,,2017-12-25,A,CENTRE D'INCENDIE ET DE SECOURS,,,,84.25Z,NAFRev2,N
288300403,00053,28830040300053,O,1999-01-01,NN,,,2019-11-14T14:01:02,false,4,,,,AV,DE CHAMAY,83840,COMPS-SUR-ARTUBY,,,83044,,,,,,,,,,,,,,,,,,,2017-12-25,A,CENTRE D'INCENDIE ET DE SECOURS,,,,84.25Z,NAFRev2,N
288300403,00061,28830040300061,O,1999-01-01,NN,,,2018-06-07T14:26:27,false,4,ZA ST HERMENTAIRE,,,BD,ST EXUPERY,83300,DRAGUIGNAN,,,83050,,,,,,,,,,,,,,,,,,,2017-12-25,A,CENTRE D'INCENDIE ET DE SECOURS,,,,84.25Z,NAFRev2,N
288300403,00079,28830040300079,O,1999-01-01,NN,,,2018-06-07T14:36:10,false,4,,,,AV,LUCIEN LAMOUROUX,83550,VIDAUBAN,,,83148,,,,,,,,,,,,,,,,,,,2017-12-25,A,CENTRE D'INCENDIE ET DE SECOURS,,,,84.25Z,NAFRev2,N
288300403,00087,28830040300087,O,1999-01-01,NN,,,2018-06-07T14:37:56,false,4,,,,PL,YVES TESTA,83170,BRIGNOLES,,BP 26,83023,,,,,,,,,,,,,,,,,,,2015-01-01,F,,,,,84.25Z,NAFRev2,N
288300403,00095,28830040300095,O,1999-01-01,NN,,,2018-06-07T14:39:54,false,4,QUARTIER HERMENTAIRES,,,AV,BASTIDES,83910,POURRIERES,,,83097,,,,,,,,,,,,,,,,,,,2017-12-25,F,,,,,84.25Z,NAFRev2,N
288300403,00103,28830040300103,O,1999-09-01,NN,,,2018-06-07T14:42:25,false,4,,456,,CHE,DU MOULIN,83470,SAINT-MAXIMIN-LA-SAINTE-BAUME,,,83116,,,,,,,,,,,,,,,,,,,2017-12-25,A,CENTRE D'INCENDIE ET DE SECOURS,,,,84.25Z,NAFRev2,N
288300403,00111,28830040300111,O,1999-01-01,NN,,,2019-11-14T14:01:02,false,4,,,,AV,PAUL GAIMARD,83640,SAINT-ZACHARIE,,,83120,,,,,,,,,,,,,,,,,,,2017-12-25,A,CENTRE D'INCENDIE ET DE SECOURS,,,,84.25Z,NAFRev2,N
