172104309,00155,17210430900155,O,2012-10-22,41,2019,,2021-10-27T08:04:10,true,1,,2,G,RUE,GEN DELABORDE,21000,DIJON,,BP 81921,21231,21019,DIJON CEDEX,,,,,,,,,,,,,,,,,2012-10-22,A,,,,,84.12Z,NAFRev2,O
172104317,00018,17210431700018,O,1985-04-01,NN,,,2018-08-17T13:00:15,false,5,,9,,RUE,NORMALIENS FUSILLES ET CAMARAD,21000,DIJON,,BP 1545,21231,21035,DIJON CEDEX,,,,,,,,,,,,,,,,,2015-12-25,F,SERVICE DEPARTEMENTAL DE L'EDUCATION NATIONALE,,,,84.12Z,NAFRev2,N
172104317,00026,17210431700026,O,1985-05-24,11,2019,,2021-10-27T08:04:10,false,3,,,,PL,DU 14 JUILLET,21140,SEMUR-EN-AUXOIS,,,21603,,,,,,,,,,,,,,,,,,,2008-01-01,A,CIRCONSCRIPTION 1ER DEGRE IEN,,,,84.12Z,NAFRev2,N
172104317,00034,17210431700034,O,1985-05-23,NN,,,,false,3,,101,,AV,GUSTAVE EIFFEL,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,1994-01-01,F,INSPECT DEP ECOLES MATERNELLES 1ERE CIRC,,,,75.1C,NAF1993,N
172104317,00042,17210431700042,O,1985-05-24,11,2019,,2021-10-27T08:04:10,false,3,,3,,RUE,MARMONT,21400,CHATILLON-SUR-SEINE,,,21154,,,,,,,,,,,,,,,,,,,2008-01-01,A,CIRC 1ER DEGRE IEN CHATILLON S SEINE,,,,84.12Z,NAFRev2,N
172104317,00059,17210431700059,O,1985-05-28,NN,,,2019-11-14T14:00:24,false,3,,,,PL,DU 14 JUILLET,21140,SEMUR-EN-AUXOIS,,,21603,,,,,,,,,,,,,,,,,,,2008-01-01,A,COMMISSION CIRC PRESCOL ELEMENT SEMUR,,,,84.12Z,NAFRev2,N
172104317,00067,17210431700067,O,1985-05-28,NN,,,2007-05-19T08:09:26,false,3,,5,,RUE,GENERAL GIRAUD,21300,CHENOVE,,BP 121,21166,21303,CHENOVE CEDEX,,,,,,,,,,,,,,,,,2006-06-15,F,CIRCONSCRIPTION 1ER DEGRE IEN CHENOVE,,,,75.1C,NAFRev1,N
172104317,00075,17210431700075,O,1985-05-24,03,2019,,2021-10-27T08:04:10,false,3,,,,IMP,DE L ECOLE,21200,BEAUNE,,BP 193,21054,21206,BEAUNE CEDEX,,,,,,,,,,,,,,,,,2008-01-01,A,CIRCONSCRIPTION 1ER DEGRE IEN BEAUNE,,,,84.12Z,NAFRev2,N
172104317,00083,17210431700083,O,1985-05-24,11,2019,,2021-10-27T08:04:10,false,3,,68,,RUE,DU FAUBOURG MADELEINE,21200,BEAUNE,,,21054,,,,,,,,,,,,,,,,,,,2008-01-01,A,CTRE INFORMATION ORIENTATION,,,,84.12Z,NAFRev2,N
172104317,00091,17210431700091,O,1985-05-23,12,2019,,2021-10-27T08:04:10,false,3,,1,,RUE,DE SOISSONS,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,2008-01-01,A,CTRE INFORMATION ORIENTATION DIJON I,,,,84.12Z,NAFRev2,N
172104317,00109,17210431700109,O,1985-05-24,NN,,,2018-08-17T13:00:15,false,4,,9,,RUE,NORMALIENS FUSILLES ET CAMARAD,21000,DIJON,,BP 1545,21231,,,,,,,,,,,,,,,,,,,2015-12-25,F,CIRCONSCRIPTION 1ER DEGRE IEN ADJ I.A.,,,,84.12Z,NAFRev2,N
172104317,00117,17210431700117,O,1985-05-24,03,2019,,2021-10-27T08:04:10,false,3,,3,,RUE,MAUPASSANT,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,2008-01-01,A,CIRCONSCRIPTION 1ER DEGRE IEN DIJON NORD,,,,84.12Z,NAFRev2,N
172104317,00125,17210431700125,O,1985-05-24,11,2019,,2021-10-27T08:04:10,false,3,,41,,RUE,D YORK,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,2008-01-01,A,CIRCONSCRIPTION 1ER DEGRE IEN DIJON AIS,,,,84.12Z,NAFRev2,N
172104317,00133,17210431700133,O,1985-05-28,NN,,,2019-11-14T14:00:23,false,3,,,,PL,DE LA RESISTANCE,21400,CHATILLON-SUR-SEINE,,,21154,,,,,,,,,,,,,,,,,,,2008-01-01,A,COMMISSION CIRC PRESCOL ELEMENT CHATILLO,,,,84.12Z,NAFRev2,N
