219502291,00079,21950229100079,O,1983-12-21,11,2019,,2021-10-27T08:11:28,false,3,,22,,RUE,DE LA FIDELITE,95460,EZANVILLE,,,95229,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE LE VILLAGE,,,,85.10Z,NAFRev2,N
219502291,00087,21950229100087,O,1983-12-21,11,2019,,2021-10-27T08:11:28,false,3,,,,PL,JULES RODET,95460,EZANVILLE,,,95229,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE ALBERT CAMUS,,,,85.20Z,NAFRev2,N
219502291,00095,21950229100095,O,1987-07-17,11,2019,,2021-10-27T08:11:28,false,3,,,,RUE,DE NORMANDIE,95460,EZANVILLE,,,95229,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBL. LES BOURGUIGNONS,,,,85.20Z,NAFRev2,N
219502291,00103,21950229100103,O,1987-07-17,03,2019,,2021-10-27T08:11:28,false,3,,,,RUE,DE NORMANDIE,95460,EZANVILLE,,,95229,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQ LES BOURGUIGNONS,,,,85.20Z,NAFRev2,N
219502291,00111,21950229100111,O,1999-01-01,NN,,,2008-01-04T18:45:53,false,3,MAIRIE,1,,PL,JULES RODET,95460,EZANVILLE,,,95229,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE DES EAUX,,,,36.00Z,NAFRev2,N
219502291,00129,21950229100129,O,1999-01-01,NN,,,2012-05-05T00:33:03,false,4,MAIRIE,1,,PL,JULES RODET,95460,EZANVILLE,,,95229,,,,,,,,,,,,,,,,,,,2010-01-10,A,SERVICE D'ASSAINISSEMENT,,,,37.00Z,NAFRev2,O
219502416,00015,21950241600015,O,1983-03-01,12,2019,,2021-10-27T08:11:28,true,4,,10,,PL,STALINGRAD,95190,FONTENAY-EN-PARISIS,,,95241,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
219502416,00023,21950241600023,O,1983-12-21,03,2019,,2021-10-27T08:11:28,false,3,,,,RUE,ACHILLE ANTHEAUME,95190,FONTENAY-EN-PARISIS,,,95241,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQ. FRANCOISE DOLTO,,,,85.10Z,NAFRev2,N
219502416,00031,21950241600031,O,1983-12-21,11,2019,,2021-10-27T08:11:28,false,4,6-8,6,,PL,DE STALINGRAD,95190,FONTENAY-EN-PARISIS,,,95241,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE HIRONDELLES,,,,85.20Z,NAFRev2,O
219502416,00049,21950241600049,O,1999-12-25,,,,2019-11-14T14:01:05,false,2,MAIRIE,10,,PL,STALINGRAD,95190,FONTENAY-EN-PARISIS,,,95241,,,,,,,,,,,,,,,,,,,2002-11-22,F,SERVICE D'EAU,,,,41.0Z,NAF1993,N
219502507,00011,21950250700011,O,1983-03-01,NN,,,2008-01-04T18:45:53,false,3,,,,RUE,DE LA MAIRIE,95470,FOSSES,,,95250,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.11Z,NAFRev2,N
219502507,00029,21950250700029,O,1983-12-21,12,2019,,2021-10-27T08:11:28,false,3,,26,,AV,HENRI BARBUSSE,95470,FOSSES,,,95250,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQ. HENRI BARBUSSE,,,,85.20Z,NAFRev2,N
219502507,00037,21950250700037,O,1983-12-21,12,2019,,2021-10-27T08:11:28,false,3,,,,AV,DE LA HAUTE GREVE,95470,FOSSES,,,95250,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLI. ALPHONSE DAUDET,,,,85.20Z,NAFRev2,N
219502507,00045,21950250700045,O,1983-12-21,11,2019,,2021-10-27T08:11:28,false,3,,,,AV,DE LA HAUTE GREVE,95470,FOSSES,,,95250,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQ. ALPHONSE DAUDET,,,,85.10Z,NAFRev2,N
219502507,00052,21950250700052,O,1983-12-21,11,2019,,2021-10-27T08:11:28,false,3,,20,,AV,LISZT,95470,FOSSES,,,95250,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLI. FREDERIC MISTRAL,,,,85.10Z,NAFRev2,N
219502507,00060,21950250700060,O,1983-12-21,12,2019,,2021-10-27T08:11:28,false,3,,30,,AV,LISZT,95470,FOSSES,,,95250,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBL. FREDERIC MISTRAL,,,,85.20Z,NAFRev2,N
219502507,00078,21950250700078,O,1983-12-21,11,2019,,2021-10-27T08:11:28,false,3,,,,RUE,DE LA HAIE AU MARECHAL,95470,FOSSES,,,95250,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOL MATE LA FONTAINE,,,,85.10Z,NAFRev2,N
219502507,00086,21950250700086,O,1983-12-21,03,2019,,2021-10-27T08:11:28,false,4,,6,B,RUE,DE LA MAIRIE,95470,FOSSES,,,95250,,,,,,,,,,,,,,,,,,,2008-03-18,A,ECOLE ELEMENTAIRE ALEXANDRE DUMAS,,,,85.20Z,NAFRev2,N
219502507,00094,21950250700094,O,1990-01-22,NN,,,2015-05-14T03:42:10,false,5,,,,AV,DU MESNIL,95470,FOSSES,,BP 36,95250,,,,,,,,,,,,,,,,,,,2013-07-23,F,MAIRIE,,,,84.11Z,NAFRev2,O
219502507,00102,21950250700102,O,1976-01-01,NN,,,2021-09-30T16:53:06,false,4,MAIRIE,1,,PL,DU 19 MARS 1962,95470,FOSSES,,,95250,,,,,,,,,,,,,,,,,,,2020-12-25,A,CENTRE DE PROTECTION INFANTILE,,,,86.22C,NAFRev2,N
219502507,00110,21950250700110,O,1999-12-25,NN,,,2013-08-02T14:44:47,false,2,MAIRIE,1,,PL,DU 19 MARS 1962,95470,FOSSES,,,95250,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE D'ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
