211400478,00155,21140047800155,O,1983-12-21,11,2019,,2021-10-27T08:06:52,false,4,,,,RUE,DES CORDELIERS,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE LETOT-LA POTERIE,,,,85.20Z,NAFRev2,N
211400478,00171,21140047800171,O,1983-12-21,11,2019,,2021-10-27T08:06:52,false,4,,,,RUE,EUSTACHE DE BOULOGNE,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE REINE MATHILDE,,,,85.20Z,NAFRev2,N
211400478,00189,21140047800189,O,1983-12-21,NN,,,2007-05-19T08:13:25,false,4,MONT PHAUNUS,,,CRS,DES PLATANES,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2006-08-31,F,ECOLE MATERNELLE PUBLIQUE QUA ST JEAN,,,,80.1Z,NAFRev1,N
211400478,00197,21140047800197,O,1983-12-21,NN,,,2014-06-13T23:25:38,false,4,,,,PL,AUX POMMES,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE,,,,85.10Z,NAFRev2,N
211400478,00205,21140047800205,O,1983-12-21,03,2019,,2021-10-27T08:06:52,false,7,,,,RUE,SAINT QUENTIN,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE LOUISE LAURENT,,,,85.20Z,NAFRev2,N
211400478,00213,21140047800213,O,1983-12-21,02,2019,,2021-10-27T08:06:52,false,4,VALLEE DES PRES,,,RUE,SAINT QUENTIN,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE LOUISE LAURENT,,,,85.10Z,NAFRev2,N
211400478,00221,21140047800221,O,1983-12-21,NN,,,2014-06-13T23:25:38,false,4,,5,,RUE,DE VERDUN,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE LA POTERIE,,,,85.10Z,NAFRev2,N
211400478,00239,21140047800239,O,1987-12-08,NN,,,2014-06-13T23:25:38,false,4,,,,RUE,SAINT LAURENT,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
211400478,00247,21140047800247,O,1991-09-01,11,2019,,2021-10-27T08:06:52,false,4,,,,RUE,BELLEFONTAINE,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE BELLEVUE,,,,85.20Z,NAFRev2,N
211400478,00254,21140047800254,O,1996-01-01,NN,,,2021-02-09T09:07:53,false,4,MAIRIE,19,,RUE,LAITIERE,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2021-01-01,A,BUDGET ANNEXE SALLE DES FETES ET GARAGE,,,,68.20B,NAFRev2,O
211400478,00262,21140047800262,O,1996-01-01,NN,,,2018-06-05T15:07:49,false,4,MAIRIE,19,,RUE,LAITIERE,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2018-03-14,F,Z A C DE BAYEUX,,,,42.99Z,NAFRev2,N
211400478,00270,21140047800270,O,1996-01-01,12,2019,,2021-10-27T08:06:52,false,3,MAIRIE,19,,RUE,LAITIERE,14400,BAYEUX,,,14047,,,,,,,,,,,,,,,,,,,2008-01-01,A,MUSEES DE BAYEUX,,,,91.03Z,NAFRev2,N
