187500038,00422,18750003800422,O,1983-12-12,NN,,,2019-11-14T14:00:59,false,4,,1,,RUE,DE LA LIBERATION,78350,JOUY-EN-JOSAS,,,78322,,,,,,,,,,,,,,,,,,,2014-12-23,F,CCIP GROUPE HEC,,,,85.42Z,NAFRev2,N
187500038,00430,18750003800430,O,1983-12-12,NN,,,2019-11-14T14:00:59,false,4,,,,CHE,DE L ORME ROND,78350,JOUY-EN-JOSAS,,,78322,,,,,,,,,,,,,,,,,,,2014-12-23,F,CCIP TECOMAH,,,,85.32Z,NAFRev2,N
187500038,00463,18750003800463,O,1983-11-29,NN,,,2015-01-09T16:12:40,false,6,,79,,AV,DE LA REPUBLIQUE,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,2014-12-23,F,ESCP EUROPE,,,,85.42Z,NAFRev2,O
187500038,00471,18750003800471,O,1983-12-13,NN,,,2015-01-09T16:12:40,false,4,,73,,BD,SAINT MARCEL,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2014-12-23,F,CCIP ESIV,,,,85.42Z,NAFRev2,N
187500038,00489,18750003800489,O,1983-12-14,NN,,,2009-06-27T03:15:53,false,3,,39,,AV,TRUDAINE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2007-12-20,F,CCIP ADVANCIA,,,,80.3Z,NAFRev1,N
187500038,00513,18750003800513,O,1983-12-13,,,,,false,4,,28,,RUE,DE L ABBE GREGOIRE,75006,PARIS 6,,,75106,75279,PARIS CEDEX 06,,,,,,,,,,,,,,,,,1993-12-25,F,CCIP ECOLE DE VENTE,,,,80.3Z,NAF1993,N
187500038,00521,18750003800521,O,1984-07-01,NN,,,,false,3,,108,,BD,MALESHERBES,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1992-12-25,F,CCIP ECOLE EUROPEENNE DES AFFAIRES,,,,80.3Z,NAF1993,N
187500038,00547,18750003800547,O,1985-11-12,,,,,false,4,,1,,RTE,DU BASSIN NUMERO 1,92230,GENNEVILLIERS,,,92036,,,,,,,,,,,,,,,,,,,1996-12-25,F,CCIP PARIS TERMINAL,,,,63.1E,NAF1993,N
187500038,00554,18750003800554,O,1985-12-19,,,,,false,4,BATIMENT 291 CEDEX A 638,,,,AEROGARE DE FRET,94310,ORLY,,,94054,94393,ORLY AEROGARE CEDEX,,,,,,,,,,,,,,,,,1996-12-25,F,CCIP DEPOT DOUANE AEROPORT ORLY,,,,63.1E,NAF1993,N
187500038,00570,18750003800570,O,1987-09-01,NN,,,2019-11-14T14:01:05,false,6,CITE DESCARTES,2,,BD,BLAISE PASCAL,93160,NOISY-LE-GRAND,,BP 99,93051,93162,NOISY LE GRAND CEDEX,,,,,,,,,,,,,,,,,2014-12-23,F,CCIP ESIEE PARIS,,,,85.42Z,NAFRev2,O
187500038,00588,18750003800588,O,1988-01-01,NN,,,,false,3,,108,,BD,MALESHERBES,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1992-01-01,F,INSTITUT DE COMMERCE INTERNATIONAL,,,,80.3Z,NAF1993,N
187500038,00596,18750003800596,O,1970-01-01,,,,,false,3,,79,,AV,DE LA REPUBLIQUE,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,1996-12-31,F,CCIP IFACE,,,,80.3Z,NAF1993,N
187500038,00604,18750003800604,O,1970-01-01,NN,,,2015-01-09T16:12:40,false,6,,,,,LES PARISETTES,39310,LAJOUX,,,39274,,,,,,,,,,,,,,,,,,,2014-12-23,F,CENTRE DE MONTAGNE DE LAJOUX,,,,55.20Z,NAFRev2,O
187500038,00612,18750003800612,O,1990-01-01,NN,,,2015-01-09T16:12:40,false,5,,8,,RUE,CHATEAUBRIAND,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2014-12-23,F,CCIP SERVICE PARTICULIER,,,,94.11Z,NAFRev2,N
187500038,00620,18750003800620,O,1990-01-01,NN,,,2015-01-09T16:12:40,false,5,,16,,RUE,CHATEAUBRIAND,75008,PARIS 8,,,75108,75382,PARIS CEDEX 08,,,,,,,,,,,,,,,,,2008-01-01,F,DIRECT GENERALE ADJOINTE ETUDES INFORMAT,,,,94.11Z,NAFRev2,N
187500038,00638,18750003800638,O,1990-01-01,NN,,,2008-04-26T08:14:19,false,3,,47,,RUE,DE TOCQUEVILLE,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2007-01-01,F,CCIP DELEGATION FORMATION CONTINUE,,,,91.1A,NAFRev1,N
187500038,00646,18750003800646,O,1990-01-01,NN,,,2015-01-09T16:12:40,false,4,,191,,AV,PAUL VAILLANT COUTURIER,93000,BOBIGNY,,,93008,,,,,,,,,,,,,,,,,,,2014-12-23,F,CCIP DELEGATION SEINE SAINT DENIS,,,,94.11Z,NAFRev2,N
187500038,00653,18750003800653,O,1990-01-01,NN,,,2015-01-09T16:12:40,false,4,BATIMENT N-PORTE 9,,,CHE,LATERAL AU CHEMIN DE FER,93500,PANTIN,,,93055,93693,PANTIN CEDEX,,,,,,,,,,,,,,,,,2014-12-23,F,CCIP ENTREPOT DE PANTIN,,,,52.10B,NAFRev2,N
187500038,00661,18750003800661,O,1990-01-01,,,,,false,4,,39,,AV,TRUDAINE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1993-12-25,F,CCIP CTRE PREPARATION SUPER SECRETARIAT,,,,80.3Z,NAF1993,N
