217105113,00013,21710511300013,O,1983-03-01,NN,,,2008-01-04T18:40:56,true,3,,,,QUAI,LAMARTINE,71000,MACON,,,71270,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.11Z,NAFRev2,N
217105121,00016,21710512100016,O,1983-03-01,12,2019,,2021-10-27T08:10:14,true,4,,,,PL,DE L'EGLISE,71240,SENNECEY-LE-GRAND,,,71512,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
217105121,00024,21710512100024,O,1983-12-21,11,2019,,2021-10-27T08:10:14,false,3,,6,,RUE,CHARPY,71240,SENNECEY-LE-GRAND,,,71512,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
217105121,00032,21710512100032,O,1983-12-21,11,2019,,2021-10-27T08:10:14,false,3,LOT LES PLANTES,13,,RUE,DES SORBIERS,71240,SENNECEY-LE-GRAND,,,71512,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE,,,,85.10Z,NAFRev2,N
217105121,00040,21710512100040,O,1996-01-01,NN,,,2019-11-14T14:00:55,false,3,MAIRIE,,,PL,DE L'EGLISE,71240,SENNECEY-LE-GRAND,,,71512,,,,,,,,,,,,,,,,,,,2008-01-01,A,LOTISSEMENT LA CROIX BOUTEILLE,,,,42.99Z,NAFRev2,N
217105121,00057,21710512100057,O,1996-12-25,NN,,,2020-05-19T10:24:14,false,3,MAIRIE,,,PL,DE L'EGLISE,71240,SENNECEY-LE-GRAND,,,71512,,,,,,,,,,,,,,,,,,,2019-12-31,F,SERVICE ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
217105121,00065,21710512100065,O,1996-12-25,NN,,,2019-11-14T14:00:55,false,2,MAIRIE,,,PL,DE L'EGLISE,71240,SENNECEY-LE-GRAND,,,71512,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE DES EAUX,,,,36.00Z,NAFRev2,N
217105121,00073,21710512100073,O,2000-01-01,NN,,,2019-11-14T14:00:55,false,3,MAIRIE,,,PL,DE L'EGLISE,71240,SENNECEY-LE-GRAND,,,71512,,,,,,,,,,,,,,,,,,,2008-01-01,A,USINE RELAIS,,,,68.20B,NAFRev2,N
217105121,00081,21710512100081,O,2004-11-25,NN,,,2019-11-14T14:00:55,false,4,MAIRIE,,,PL,DE L'EGLISE,71240,SENNECEY-LE-GRAND,,,71512,,,,,,,,,,,,,,,,,,,2017-07-27,F,ZONE D ACTIVITES DU CHEMIN FERRE,,,,42.99Z,NAFRev2,N
217105121,00099,21710512100099,O,2005-09-29,,,,2019-11-14T14:00:55,false,3,MAIRIE,,,PL,DE L'EGLISE,71240,SENNECEY-LE-GRAND,,,71512,,,,,,,,,,,,,,,,,,,2009-12-31,F,LOTISSEMENT DU BOURG,,,,42.99Z,NAFRev2,N
217105139,00018,21710513900018,O,1983-03-01,02,2019,,2021-10-27T08:10:14,true,4,,,,RUE,DE LA MAIRIE,71260,SENOZAN,,,71513,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
217105139,00026,21710513900026,O,1983-12-21,03,2019,,2021-10-27T08:10:14,false,5,,,,RUE,DU STADE,71260,SENOZAN,,,71513,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE RPI,,,,85.20Z,NAFRev2,N
217105139,00034,21710513900034,O,1996-12-25,NN,,,2020-05-29T11:49:28,false,3,MAIRIE,,,RUE,DE LA MAIRIE,71260,SENOZAN,,,71513,,,,,,,,,,,,,,,,,,,2019-12-31,F,SERVICE ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
