218500593,00049,21850059300049,O,1983-12-21,03,2019,,2021-10-27T08:11:01,false,4,,34,,RUE,DES JACOBINS,85120,LA CHATAIGNERAIE,,,85059,,,,,,,,,,,,,,,,,,,2020-12-25,A,ECOLE PRIMAIRE PUBLIQUE GROUPE SCOLAIRE ELIE DE SA,,,,85.20Z,NAFRev2,N
218500593,00064,21850059300064,O,1996-12-25,NN,,,2010-04-18T03:14:24,false,2,MAIRIE,38,,RUE,DE LA REPUBLIQUE,85120,LA CHATAIGNERAIE,,,85059,,,,,,,,,,,,,,,,,,,2008-01-01,A,SCE ASSAINISSEMENT DE LA CHATAIGNERAIE,,,,37.00Z,NAFRev2,N
218500593,00072,21850059300072,O,1999-01-01,NN,,,2008-01-04T18:44:04,false,3,MAIRIE,38,,RUE,DE LA REPUBLIQUE,85120,LA CHATAIGNERAIE,,,85059,,,,,,,,,,,,,,,,,,,2008-01-01,A,LOTISSEMENT COMMUNAL,,,,42.99Z,NAFRev2,N
218500593,00080,21850059300080,O,2002-01-01,NN,,,2008-01-04T18:44:04,false,3,MAIRIE,38,,RUE,DE LA REPUBLIQUE,85120,LA CHATAIGNERAIE,,,85059,,,,,,,,,,,,,,,,,,,2008-01-01,A,ZONE ARTISANALE,,,,42.99Z,NAFRev2,N
218500593,00098,21850059300098,O,2001-12-25,NN,,,2008-03-21T10:36:42,false,3,MAIRIE,38,,RUE,DE LA REPUBLIQUE,85120,LA CHATAIGNERAIE,,,85059,,,,,,,,,,,,,,,,,,,2008-01-01,F,LOTISSEMENT DU CHATENAY,,,,42.99Z,NAFRev2,N
218500593,00106,21850059300106,O,2004-12-25,NN,,,2012-02-08T11:23:01,false,3,MAIRIE,38,,RUE,DE LA REPUBLIQUE,85120,LA CHATAIGNERAIE,,,85059,,,,,,,,,,,,,,,,,,,2011-02-08,F,LOTISSEMENT CITE DES MEUNIERS,,,,42.99Z,NAFRev2,N
218500601,00016,21850060100016,O,1983-03-01,00,2019,,2021-10-27T08:11:01,true,5,,53,,RUE,SERAPHIN BUTON,85180,LES SABLES D'OLONNE,,,85194,,,,,,,,,,,,,,,,,,,2019-01-01,F,MAIRIE,,,,84.11Z,NAFRev2,O
218500601,00057,21850060100057,O,1983-12-21,00,2019,,2021-10-27T08:11:01,false,4,,34,,RUE,SERAPHIN BUTON,85180,LES SABLES D'OLONNE,,,85194,,,,,,,,,,,,,,,,,,,2019-01-01,F,ECOLE ELEMENTAIRE PUBLIQUE LE BOURG,,,,85.20Z,NAFRev2,N
218500601,00065,21850060100065,O,1983-12-21,00,2019,,2021-10-27T08:11:01,false,4,,7,,RUE,GEORGE  SAND,85180,LES SABLES D'OLONNE,,,85194,,,,,,,,,,,,,,,,,,,2019-01-01,F,ECOLE ELEMENTAIRE PUBLIQUE LES NOUETTES,,,,85.20Z,NAFRev2,N
218500601,00073,21850060100073,O,1983-12-21,00,2019,,2021-10-27T08:11:01,false,4,,9,,AV,CONDORCET,85180,LES SABLES D'OLONNE,,,85194,,,,,,,,,,,,,,,,,,,2019-01-01,F,ECOLE MATERNELLE PUBLIQUE LES NOUETTES,,,,85.10Z,NAFRev2,N
218500601,00081,21850060100081,O,1983-12-21,00,2019,,2021-10-27T08:11:01,false,4,,13,,RUE,SAINT HILAIRE,85180,LES SABLES D'OLONNE,,,85194,,,,,,,,,,,,,,,,,,,2019-01-01,F,ECOLE MATERNELLE PUBLIQUE LE BOURG,,,,85.10Z,NAFRev2,N
218500601,00099,21850060100099,O,1983-12-21,00,2019,,2021-10-27T08:11:01,false,4,,113,,RUE,JULES FERRY,85180,LES SABLES D'OLONNE,,,85194,,,,,,,,,,,,,,,,,,,2019-01-01,F,ECOLE ELEMENTAIRE PUBLIQUE LA PIRONNIERE,,,,85.20Z,NAFRev2,N
218500601,00107,21850060100107,O,1985-11-28,00,2019,,2021-10-27T08:11:01,false,4,,107,,RUE,JULES FERRY,85180,LES SABLES D'OLONNE,,,85194,,,,,,,,,,,,,,,,,,,2019-01-01,F,ECOLE MATERNELLE LA PIRONNIERE,,,,85.10Z,NAFRev2,N
218500601,00115,21850060100115,O,1996-12-25,NN,,,2019-02-25T20:25:52,false,3,MAIRIE,53,,RUE,SERAPHIN BUTON,85180,LES SABLES D'OLONNE,,,85194,,,,,,,,,,,,,,,,,,,2015-02-23,F,SCE D'ASSAINISSEMENT DE CHATEAU D'OLONNE,,,,84.12Z,NAFRev2,N
218500601,00123,21850060100123,O,2005-03-29,,,,2019-02-25T20:27:33,false,3,MAIRIE,53,,RUE,SERAPHIN BUTON,85180,LES SABLES D'OLONNE,,,85194,,,,,,,,,,,,,,,,,,,2012-03-27,F,LOTISSEMENT LE CLOS DE LA COIX BLANCHE,,,,42.99Z,NAFRev2,N
218500619,00018,21850061900018,O,1983-03-01,11,2019,,2021-10-27T08:11:01,true,4,BOURG,6,,RUE,DU JARC,85320,CHATEAU-GUIBERT,,,85061,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
218500619,00026,21850061900026,O,1983-12-21,03,2019,,2021-10-27T08:11:01,false,5,,2,B,RUE,DE LA CAILLELLE,85320,CHATEAU-GUIBERT,,,85061,,,,,,,,,,,,,,,,,,,2020-12-25,A,ECOLE PRIMAIRE PUBLIQUE CASTELGUIBERTINE,,,,85.20Z,NAFRev2,N
218500619,00034,21850061900034,O,1997-01-01,NN,,,2019-11-14T14:01:02,false,3,MAIRIE,6,,RUE,DU JARC,85320,CHATEAU-GUIBERT,,,85061,,,,,,,,,,,,,,,,,,,2008-01-01,A,SCE D'ASSAINISSEMENT DE CHATEAU GUIBERT,,,,84.12Z,NAFRev2,N
218500619,00042,21850061900042,O,1997-01-01,NN,,,2019-11-14T14:01:02,false,4,MAIRIE,6,,RUE,DU PARC,85320,CHATEAU-GUIBERT,,,85061,,,,,,,,,,,,,,,,,,,2010-12-27,F,LOTISSEMENT COMMUNAL,,,,42.99Z,NAFRev2,N
218500627,00011,21850062700011,O,1983-03-01,12,2019,,2021-10-27T08:11:01,true,4,,5,,RUE,RIVEAUDEAU,85710,CHATEAUNEUF,,,85062,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
218500627,00029,21850062700029,O,2002-09-01,NN,,,2008-03-21T11:36:43,false,4,MAIRIE,5,,RUE,RIVEAUDEAU,85710,CHATEAUNEUF,,,85062,,,,,,,,,,,,,,,,,,,2008-01-01,F,LOTISSEMENT COMMUNAL,,,,42.99Z,NAFRev2,N
218500627,00037,21850062700037,O,2002-01-01,NN,,,2008-01-04T18:44:04,false,3,MAIRIE,5,,RUE,RIVAUDEAU,85710,CHATEAUNEUF,,,85062,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE D'ASSAINISSEMENT,,,,42.99Z,NAFRev2,N
218500635,00014,21850063500014,O,1983-03-01,NN,,,2017-05-04T01:30:34,true,5,,,,,LA BUTTE,85700,SEVREMONT,,,85090,,,,,,,,,,,,,,,,,,,2016-01-01,F,MAIRIE,,,,84.11Z,NAFRev2,O
218500635,00022,21850063500022,O,1996-12-25,NN,,,2016-02-13T12:40:35,false,3,MAIRIE,,,,LA BUTTE,85700,SEVREMONT,,,85090,,,,,,,,,,,,,,,,,,,2016-01-01,F,SERVICE D'ASSAINISSEMENT,,,,84.12Z,NAFRev2,N
218500635,00030,21850063500030,O,1997-06-11,NN,,,2016-01-18T20:56:11,false,4,MAIRIE,,,,LA BUTTE,85700,SEVREMONT,,,85090,,,,,,,,,,,,,,,,,,,2008-01-01,F,ATELIER RELAIS,,,,68.20B,NAFRev2,N
218500635,00048,21850063500048,O,1999-03-25,NN,,,2016-01-18T21:29:00,false,4,MAIRIE,,,,LA BUTTE,85700,SEVREMONT,,,85090,,,,,,,,,,,,,,,,,,,2008-01-01,F,LOTISSEMENT COMMUNAL,,,,42.99Z,NAFRev2,N
218500635,00055,21850063500055,O,2001-12-21,NN,,,2016-01-18T20:56:19,false,4,,,,,LA BUTTE,85700,SEVREMONT,,,85090,,,,,,,,,,,,,,,,,,,2008-01-01,F,LOTISSEMENT BERNARD,,,,42.99Z,NAFRev2,N
218500635,00063,21850063500063,O,2002-01-01,NN,,,2016-01-18T21:16:16,false,4,MAIRIE,,,,LA BUTTE,85700,SEVREMONT,,,85090,,,,,,,,,,,,,,,,,,,2008-01-01,F,ZONE ARTISANALE,,,,42.99Z,NAFRev2,N
218500635,00071,21850063500071,O,1997-12-25,,,,2016-01-18T20:56:11,false,1,MAIRIE,,,,LA BUTTE,85700,SEVREMONT,,,85090,,,,,,,,,,,,,,,,,,,1997-12-25,F,BATIMENT MFTO,,,,70.2C,NAF1993,N
218500635,00089,21850063500089,O,2005-09-07,,,,2016-01-18T20:56:20,false,3,,,,,LA BUTTE,85700,SEVREMONT,,,85090,,,,,,,,,,,,,,,,,,,2012-05-24,F,LOTISSEMENT LE PEROCHARD,,,,42.99Z,NAFRev2,N
218500643,00018,21850064300018,O,1983-03-01,11,2019,,2021-10-27T08:11:01,true,4,,8,,RUE,DE LA PETITE MAINE,85140,CHAUCHE,,,85064,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
218500643,00026,21850064300026,O,1994-12-25,NN,,,2020-11-03T17:42:08,false,3,MAIRIE,8,,RUE,DE LA PETITE MAINE,85140,CHAUCHE,,,85064,,,,,,,,,,,,,,,,,,,2018-12-31,F,SERVICE D'ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
