198013443,00611,19801344300611,O,2000-11-24,,,,2019-04-11T16:33:30,false,3,,,,CHE,DU THIL,80000,AMIENS,,,80021,80025,AMIENS CEDEX 1,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE UNIVERSITAIRE ETUDIANT ETRANGER,,,,85.42Z,NAFRev2,N
198013443,00629,19801344300629,O,2000-11-24,,,,2019-04-11T16:33:30,false,3,,,,CHE,DU THIL,80000,AMIENS,,,80021,80025,AMIENS CEDEX 1,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE UNIVERSITAIRE DE PEDAGOGIE,,,,85.59A,NAFRev2,N
198013443,00637,19801344300637,O,2000-11-24,,,,2019-04-11T16:33:30,false,3,,,,CHE,DU THIL,80000,AMIENS,,,80021,80025,AMIENS CEDEX 1,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE AFFAIRES CULTURELLES SAFFCULT,,,,85.42Z,NAFRev2,N
198013443,00645,19801344300645,O,2001-01-15,12,2019,,2021-10-27T08:05:13,false,3,,10,,RUE,FREDERIC PETIT,80000,AMIENS,,,80021,80048,AMIENS CEDEX 1,,,,,,,,,,,,,,,,,2008-01-01,A,DIRECTION DE L'EDUCATION PERMANENTE DEP,,,,85.59A,NAFRev2,N
198013443,00652,19801344300652,O,2004-03-19,21,2019,,2021-10-27T08:05:13,false,4,,30,,RUE,DES TEINTURIERS,80080,AMIENS,,,80021,,,,,,,,,,,,,,,,,,,2010-02-15,A,UFR DES ARTS,,,,85.42Z,NAFRev2,O
198013443,00678,19801344300678,O,2008-01-01,NN,,,2014-06-13T23:20:28,false,2,49 A 51,49,,BD,CHATEAUDUN,80000,AMIENS,,,80021,80044,AMIENS CEDEX 1,,,,,,,,,,,,,,,,,2013-09-01,F,IUFM,,,,85.42Z,NAFRev2,O
198013443,00686,19801344300686,O,2008-01-01,NN,,,2010-04-18T03:08:59,false,1,,335,,RUE,JULES BARNI,80000,AMIENS,,,80021,,,,,,,,,,,,,,,,,,,2008-01-01,A,CTRE REGIONAL FORMATION DEGC,,,,85.42Z,NAFRev2,N
198013443,00694,19801344300694,O,2008-01-01,NN,,,2014-06-13T23:20:28,false,2,,3,,RUE,BOSSUET,60000,BEAUVAIS,,,60057,,,,,,,,,,,,,,,,,,,2013-09-01,F,ANTENNE IUFM BEAUVAIS,,,,85.42Z,NAFRev2,N
198013443,00702,19801344300702,O,2008-01-01,NN,,,2014-06-13T23:20:28,false,2,,,,AV,DE LA REPUBLIQUE,02000,LAON,,,02408,,,,,,,,,,,,,,,,,,,2013-09-01,F,ANTENNE IUFM LAON,,,,85.42Z,NAFRev2,N
198013443,00710,19801344300710,O,2009-09-17,11,2019,,2021-10-27T08:05:13,false,1,,,,AV,DE LA REPUBLIQUE,02000,LAON,,,02408,,,,,,,,,,,,,,,,,,,2009-09-17,A,EC ELEMENT APPLI DELAUNAYKERGOMARD,,,,85.20Z,NAFRev2,N
198013443,00728,19801344300728,O,2008-01-01,NN,,,2011-04-11T14:59:49,false,2,,19,,RUE,SAINT LUCIEN,60000,BEAUVAIS,,,60057,,,,,,,,,,,,,,,,,,,2011-04-11,F,ECOLE MATERNELLE,,,,85.10Z,NAFRev2,O
198013443,00736,19801344300736,O,2013-09-01,00,2019,,2021-10-27T08:05:13,false,2,49 A 51,49,,BD,CHATEAUDUN,80000,AMIENS,,,80021,80044,AMIENS CEDEX 1,,,,,,,,,,,,,,,,,2019-12-25,F,ESPE ACADEMIE D'AMIENS,,,,85.42Z,NAFRev2,N
198013443,00744,19801344300744,O,2013-09-01,12,2019,,2021-10-27T08:05:13,false,2,,3,,RUE,BOSSUET,60000,BEAUVAIS,,,60057,,,,,,,,,,,,,,,,,,,2019-09-01,A,ANTENNE INSPE BEAUVAIS,,,,85.42Z,NAFRev2,O
