200057172,00047,20005717200047,O,2016-01-01,03,2019,,2021-10-27T08:05:52,false,1,,,,,LE DOITYGER,50140,ROMAGNY FONTENAY,,,50436,,,,,,,,,,,,,,,,,,,2016-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
200057180,00016,20005718000016,O,2016-01-01,,,,2015-12-07T16:54:35,true,1,,,,,LE BOURG,50140,ROMAGNY FONTENAY,,,50436,,,,,,,,,,,,,,,,,,,2016-01-01,A,,,,,88.99B,NAFRev2,N
200057198,00018,20005719800018,O,2016-01-01,11,2019,,2021-10-27T08:05:52,true,1,,3,,RTE,DE LA PLANQUE,50330,GONNEVILLE-LE THEIL,,,50209,,,,,,,,,,,,,,,,,,,2016-01-01,A,,,,,84.11Z,NAFRev2,O
200057198,00026,20005719800026,O,2016-01-01,,,,2020-07-07T16:58:05,false,2,,3,,RTE,DE LA PLANQUE,50330,GONNEVILLE-LE THEIL,,,50209,,,,,,,,,,,,,,,,,,,2020-06-08,F,COMMUNE DELEGUEE DE GONNEVILLE,,,,84.11Z,NAFRev2,N
200057198,00034,20005719800034,O,2016-01-01,,,,2020-07-07T17:00:04,false,2,MAIRIE,52,,RUE,DES ECOLES,50330,GONNEVILLE-LE THEIL,,,50209,,,,,,,,,,,,,,,,,,,2020-06-08,F,COMMUNE DELEGUEE DE LE THEIL,,,,84.11Z,NAFRev2,N
200057198,00042,20005719800042,O,2016-01-01,02,2019,,2021-10-27T08:05:52,false,1,,54,,RUE,DES ECOLES,50330,GONNEVILLE-LE THEIL,,,50209,,,,,,,,,,,,,,,,,,,2016-01-01,A,ECOLE PRIMAIRE PUBLIQUE DU THEIL,,,,85.20Z,NAFRev2,N
200057198,00059,20005719800059,O,2016-01-01,02,2019,,2021-10-27T08:05:52,false,2,,8,,RTE,DES VAUX,50330,GONNEVILLE-LE THEIL,,,50209,,,,,,,,,,,,,,,,,,,2021-08-31,F,ECOLE PRIMAIRE PUBLIQUE MAURICE TOLLEMER,,,,85.20Z,NAFRev2,N
200057206,00019,20005720600019,O,2016-01-01,,,,2015-12-08T08:19:49,true,1,,3,,RTE,DE LA PLANQUE,50330,GONNEVILLE-LE THEIL,,,50209,,,,,,,,,,,,,,,,,,,2016-01-01,A,,,,,88.99B,NAFRev2,N
200057214,00013,20005721400013,O,2016-01-01,12,2019,,2021-10-27T08:05:52,true,1,,,,PL,DU CARDINAL GRENTE,50410,PERCY-EN-NORMANDIE,,,50393,,,,,,,,,,,,,,,,,,,2016-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
200057214,00021,20005721400021,O,2016-01-01,,,,2016-01-12T10:38:56,false,1,,,,PL,THEOPHILE MAUPAS,50410,PERCY-EN-NORMANDIE,,,50393,,,,,,,,,,,,,,,,,,,2016-01-01,A,COMMUNE DELEGUEE DE LE CHEFRESNE,,,,84.11Z,NAFRev2,N
200057214,00039,20005721400039,O,2016-01-01,,,,2021-02-23T10:29:45,false,1,,,,PL,DU CARDINAL GRENTE,50410,PERCY-EN-NORMANDIE,,,50393,,,,,,,,,,,,,,,,,,,2016-01-01,A,COMMUNE DELEGUEE DE PERCY,,,,84.11Z,NAFRev2,N
200057214,00047,20005721400047,O,2016-01-01,03,2019,,2021-10-27T08:05:52,false,1,,4,,RUE,DUFOUC,50410,PERCY-EN-NORMANDIE,,,50393,,,,,,,,,,,,,,,,,,,2016-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
200057214,00054,20005721400054,O,2016-01-01,02,2019,,2021-10-27T08:05:52,false,1,,1,,RUE,MAC LAURIN COLIN,50410,PERCY-EN-NORMANDIE,,,50393,,,,,,,,,,,,,,,,,,,2016-01-01,A,ECOLE MATERNELLE PUBLIQUE,,,,85.10Z,NAFRev2,N
200057222,00016,20005722200016,O,2016-01-01,12,2019,,2021-10-27T08:05:52,true,1,,145,B,RUE,NATIONALE,59122,GHYVELDE,,,59260,,,,,,,,,,,,,,,,,,,2016-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
200057222,00024,20005722200024,O,2016-01-01,,,,2015-12-08T10:19:02,false,1,MAIRIE ANNEXE,145,B,RUE,NATIONALE,59122,GHYVELDE,,,59260,,,,,,,,,,,,,,,,,,,2016-01-01,A,COMMUNE DELEGUEE DE GHYVELDE,,,,84.11Z,NAFRev2,N
200057222,00032,20005722200032,O,2016-01-01,,,,2016-01-12T12:49:36,false,1,MAIRIE ANNEXE,,,,GRAND'PLACE,59122,GHYVELDE,,,59260,,,,,,,,,,,,,,,,,,,2016-01-01,A,COMMUNE DELEGUEE LES MOERES,,,,84.11Z,NAFRev2,N
200057222,00040,20005722200040,O,2016-01-01,02,2019,,2021-10-27T08:05:52,false,1,,,,RLE,DES ESCARGOTS,59122,GHYVELDE,,,59260,,,,,,,,,,,,,,,,,,,2016-01-01,A,ECOLE MATERNELLE PUBLIQUE,,,,85.10Z,NAFRev2,O
200057222,00057,20005722200057,O,2016-01-01,03,2019,,2021-10-27T08:05:52,false,2,,19,,RUE,DES ECOLES,59122,GHYVELDE,,,59260,,,,,,,,,,,,,,,,,,,2020-12-25,A,ECOLE ELEMENTAIRE BRUNEEL,,,,85.20Z,NAFRev2,O
200057222,00065,20005722200065,O,2016-01-01,02,2019,,2021-10-27T08:05:52,false,1,,,,RTE,NATIONALE,59122,GHYVELDE,,,59260,,,,,,,,,,,,,,,,,,,2016-01-01,A,ECOLE PRIMAIRE PUBLIQUE FELIX BOSCHAT,,,,85.20Z,NAFRev2,O
200057222,00073,20005722200073,O,2016-01-01,,,,2017-11-14T11:16:54,false,1,,17,,RUE,DES ECOLES,59122,GHYVELDE,,,59260,,,,,,,,,,,,,,,,,,,2016-01-01,A,RESTAURANT SCOLAIRE,,,,56.29B,NAFRev2,N
200057230,00019,20005723000019,O,2016-01-01,02,2019,,2021-10-27T08:05:52,true,1,MAIRIE,145,B,RUE,NATIONALE,59122,GHYVELDE,,,59260,,,,,,,,,,,,,,,,,,,2016-01-01,A,,,,,88.99B,NAFRev2,O
200057248,00011,20005724800011,O,2016-01-01,,,,2018-05-25T11:24:56,true,2,,,,,LE VILLAGE,81260,FONTRIEU,,,81062,,,,,,,,,,,,,,,,,,,2018-01-01,F,,,,,88.99B,NAFRev2,N
200057255,00016,20005725500016,O,2016-01-01,NN,,,2021-09-17T11:35:59,false,2,,5,T,AV,DU GEN DE GAULLE,45330,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2021-01-01,A,ANNEXE,,,,84.11Z,NAFRev2,O
200057255,00024,20005725500024,O,2016-01-01,,,,2016-01-28T14:38:34,false,1,,,,RUE,PRINCIPALE,45330,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2016-01-01,A,COMMUNE DELEGUEE DE LABROSSE,,,,84.11Z,NAFRev2,N
200057255,00032,20005725500032,O,2016-01-01,,,,2016-01-13T17:05:31,false,1,,17,,,MOULIN A VENT,45330,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2016-01-01,A,COMMUNE DELEGUEE DE COUDRAY,,,,84.11Z,NAFRev2,N
200057255,00040,20005725500040,O,2016-01-01,,,,2017-03-06T20:08:11,false,1,,,,,LE BOURG,45330,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2016-01-01,A,COMMUNE DELEGUEE DE MAINVILLIERS,,,,84.11Z,NAFRev2,N
200057255,00057,20005725500057,O,2016-01-01,,,,2015-12-21T11:35:40,false,1,,,,PL,DE L HOTEL DE VILLE,45330,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2016-01-01,A,COMMUNE DELEGUEE DE MALESHERBES,,,,84.11Z,NAFRev2,N
200057255,00065,20005725500065,O,2016-01-01,,,,2016-01-13T15:28:03,false,1,,,,RUE,DE LA GARE,45330,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2016-01-01,A,COMMUNE DELEGUEE DE MANCHECOURT,,,,84.11Z,NAFRev2,N
200057255,00073,20005725500073,O,2016-01-01,,,,2016-01-12T13:48:35,false,1,,6,,RUE,ST MARTIN,45330,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2016-01-01,A,COMMUNE DELEGUEE DE NANGEVILLE,,,,84.11Z,NAFRev2,N
200057255,00081,20005725500081,O,2016-01-01,,,,2016-01-13T15:50:06,false,1,,,,IMP,DE L'ECOLE,45300,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2016-01-01,A,COMMUNE DELEGUEE D'ORVEAU-BELLESAUVE,,,,84.11Z,NAFRev2,N
200057255,00099,20005725500099,O,2016-01-01,02,2019,,2021-10-27T08:05:52,false,1,,1,,RUE,CESAR-FRANCOIS CASSINI,45330,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2016-01-01,A,ECOLE PRIMAIRE C-FRANCOIS CASSINI,,,,85.20Z,NAFRev2,N
200057255,00107,20005725500107,O,2016-01-01,03,2019,,2021-10-27T08:05:52,false,1,,2,,PL,MAZAGRAN,45330,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2016-01-01,A,ECOLE PRIMAIRE PUBLIQUE MAZAGRAN PETITS,,,,85.20Z,NAFRev2,N
200057255,00115,20005725500115,O,2016-01-01,02,2019,,2021-10-27T08:05:52,false,1,,15,,RUE,MARCEL PAGNOL,45330,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2016-01-01,A,ECOLE MATERNELLE MARCEL PAGNOL,,,,85.10Z,NAFRev2,N
200057255,00123,20005725500123,O,2016-01-01,03,2019,,2021-10-27T08:05:52,false,1,,5,,IMP,DE CHATEAU VIGNON,45330,LE MALESHERBOIS,,,45191,,,,,,,,,,,,,,,,,,,2016-01-01,A,ECOLE ELEMENTAIRE CHATEAU VIGNON GRANDS,,,,85.20Z,NAFRev2,N
