210702684,00023,21070268400023,O,1983-03-16,NN,,,2013-10-05T12:23:37,false,5,MAIRIE,,,,,07700,SAINT MARTIN D'ARDECHE,,,07268,,,,,,,,,,,,,,,,,,,2012-12-25,F,CAMPING MUNICIPAL LE MOULIN,,,,55.30Z,NAFRev2,N
210702684,00031,21070268400031,O,1983-12-21,02,2019,,2021-10-27T08:06:34,false,3,,,,RUE,DE LA MAIRIE,07700,SAINT MARTIN D'ARDECHE,,,07268,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
210702684,00049,21070268400049,O,1996-01-01,NN,,,2019-01-29T16:23:33,false,4,MAIRIE,,,,,07700,SAINT MARTIN D'ARDECHE,,,07268,,,,,,,,,,,,,,,,,,,2017-12-31,F,SERVICE ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
210702684,00056,21070268400056,O,1997-01-01,01,2019,,2021-10-27T08:06:34,false,4,MAIRIE,,,,,07700,SAINT MARTIN D'ARDECHE,,,07268,,,,,,,,,,,,,,,,,,,2013-01-13,A,CAMPING DU VILLAGE,,,,55.30Z,NAFRev2,O
210702684,00064,21070268400064,O,2003-03-01,NN,,,2018-09-29T12:04:23,false,4,MAIRIE,,,,LE VILLAGE,07700,SAINT MARTIN D'ARDECHE,,,07268,,,,,,,,,,,,,,,,,,,2011-05-01,A,DEBARCADERE PLAGE,,,,93.29Z,NAFRev2,O
210702684,00072,21070268400072,O,2003-03-01,00,2019,,2021-10-27T08:06:34,false,4,MAIRIE,,,,LE VILLAGE,07700,SAINT MARTIN D'ARDECHE,,,07268,,,,,,,,,,,,,,,,,,,2011-07-01,A,HORODATEURS,,,,52.21Z,NAFRev2,O
210702692,00018,21070269200018,O,1983-03-01,11,2019,,2021-10-27T08:06:34,true,4,HOTEL DE VILLE,,,,,07310,SAINT-MARTIN-DE-VALAMAS,,,07269,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
210702692,00026,21070269200026,O,1983-03-16,NN,,,2019-11-14T14:00:15,false,3,,,,,CHAMPCHIROUX,07310,SAINT-MARTIN-DE-VALAMAS,,,07269,,,,,,,,,,,,,,,,,,,2008-01-01,A,CAMP MUNICIPAL DE LA TEYRE,,,,55.30Z,NAFRev2,N
210702692,00034,21070269200034,O,1983-12-21,02,2019,,2021-10-27T08:06:34,false,3,,,,RUE,DE LA POSTE,07310,SAINT-MARTIN-DE-VALAMAS,,,07269,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
210702692,00042,21070269200042,O,1983-12-21,NN,,,2019-11-14T14:00:15,false,3,,,,,LE CADET,07310,SAINT-MARTIN-DE-VALAMAS,,,07269,,,,,,,,,,,,,,,,,,,2007-08-31,F,ECOLE MATERNELLE PUBLIQUE,,,,80.1Z,NAFRev1,N
210702692,00059,21070269200059,O,1995-12-01,NN,,,2019-11-14T14:00:15,false,4,MAIRIE,,,,,07310,SAINT-MARTIN-DE-VALAMAS,,,07269,,,,,,,,,,,,,,,,,,,2010-01-01,F,SERVICE ASSAINISSEMENT ST MARTIN DE VALA,,,,37.00Z,NAFRev2,N
210702692,00067,21070269200067,O,1995-12-01,NN,,,2019-11-14T14:00:15,false,5,MAIRIE,,,,,07310,SAINT-MARTIN-DE-VALAMAS,,,07269,,,,,,,,,,,,,,,,,,,2015-12-31,F,EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
210702692,00075,21070269200075,O,1999-05-28,NN,,,2019-11-14T14:00:15,false,4,MAIRIE,,,,,07310,SAINT-MARTIN-DE-VALAMAS,,,07269,,,,,,,,,,,,,,,,,,,2012-04-01,F,LOTISSEMENT COMMUNAL,,,,42.99Z,NAFRev2,N
210702692,00083,21070269200083,O,2001-01-01,NN,,,2019-11-14T14:00:15,false,4,MAIRIE,,,,LA PLACE,07310,SAINT-MARTIN-DE-VALAMAS,,,07269,,,,,,,,,,,,,,,,,,,2015-12-31,F,REGIE TRANSPORT SCOLAIRE,,,,49.31Z,NAFRev2,N
210702700,00019,21070270000019,O,1983-03-01,02,2019,,2021-10-27T08:06:34,true,3,,59,,PL,DU CHAMP DE MARS,07400,SAINT-MARTIN-SUR-LAVEZON,,,07270,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
210702700,00027,21070270000027,O,1983-12-21,NN,,,2019-11-14T14:00:15,false,4,,,,,L'INFERIEUR,07400,SAINT-MARTIN-SUR-LAVEZON,,,07270,,,,,,,,,,,,,,,,,,,2008-08-31,F,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
210702700,00035,21070270000035,O,1983-12-21,01,2019,,2021-10-27T08:06:34,false,4,,75,,RUE,DES PLANS,07400,SAINT-MARTIN-SUR-LAVEZON,,,07270,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUB LE SUPERIEUR,,,,85.20Z,NAFRev2,N
210702700,00043,21070270000043,O,1997-01-01,NN,,,2019-11-14T14:00:15,false,3,MAIRIE,59,,PL,DU CHAMP DE MARS,07400,SAINT-MARTIN-SUR-LAVEZON,,,07270,,,,,,,,,,,,,,,,,,,2008-01-01,A,ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
210702718,00011,21070271800011,O,1983-03-01,NN,,,2019-11-14T14:00:15,true,3,,,,,HOTEL DE VILLE,07400,SAINT-MARTIN-SUR-LAVEZON,,,07270,,,,,,,,,,,,,,,,,,,2001-12-25,F,,,,,75.1A,NAF1993,N
210702726,00014,21070272600014,O,1983-03-01,02,2019,,2021-10-27T08:06:34,true,4,HOTEL DE VILLE,,,,,07200,SAINT MAURICE D'ARDECHE,,,07272,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
210702726,00022,21070272600022,O,1983-12-21,NN,,,2006-10-26T23:40:11,false,3,,,,,LE VILLAGE,07200,SAINT MAURICE D'ARDECHE,,,07272,,,,,,,,,,,,,,,,,,,2005-09-01,F,ECOLE PRIMAIRE PUBLIQUE,,,,80.1Z,NAFRev1,N
210702726,00030,21070272600030,O,2000-05-01,NN,,,2015-01-13T10:06:13,false,4,,,,,MAIRIE,07200,SAINT MAURICE D'ARDECHE,,,07272,,,,,,,,,,,,,,,,,,,2014-09-30,F,SCE ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
210702734,00018,21070273400018,O,1983-03-01,02,2019,,2021-10-27T08:06:34,true,3,HOTEL DE VILLE,,,,,07170,SAINT MAURICE D'IBIE,,,07273,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
210702734,00026,21070273400026,O,1983-12-21,NN,,,2008-01-04T18:24:36,false,3,,,,,,07170,SAINT MAURICE D'IBIE,,,07273,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
210702734,00034,21070273400034,O,2004-01-01,NN,,,2008-01-04T18:24:36,false,3,,,,,MAIRIE,07170,SAINT MAURICE D'IBIE,,,07273,,,,,,,,,,,,,,,,,,,2008-01-01,A,LOGEMENTS LOCATIFS,,,,68.20A,NAFRev2,N
210702742,00011,21070274200011,O,1983-03-01,02,2019,,2021-10-27T08:06:34,true,3,,,,,ALLIANDRE,07190,SAINT-MAURICE-EN-CHALENCON,,,07274,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
210702742,00045,21070274200045,O,1997-01-01,NN,,,2019-11-14T14:00:15,false,4,MAIRIE,,,,,07190,SAINT-MAURICE-EN-CHALENCON,,,07274,,,,,,,,,,,,,,,,,,,2008-01-01,F,SERVICE DE L'EAU,,,,36.00Z,NAFRev2,N
210702759,00015,21070275900015,O,1983-03-01,02,2019,,2021-10-27T08:06:34,true,3,,,,,LE VILLARD,07260,SAINT-MELANY,,,07275,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,N
210702759,00031,21070275900031,O,1997-01-01,NN,,,2020-09-15T13:03:15,false,3,MAIRIE,,,,LE VILLARD,07260,SAINT-MELANY,,,07275,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
210702759,00049,21070275900049,O,2000-04-01,NN,,,2019-11-14T14:00:15,false,4,,,,,MAIRIE,07260,SAINT-MELANY,,,07275,,,,,,,,,,,,,,,,,,,2008-01-01,F,LOTISSEMENTS,,,,42.99Z,NAFRev2,N
210702759,00056,21070275900056,O,2005-01-01,,,,2020-09-15T13:04:55,false,2,MAIRIE,,,,LE VILLARD,07260,SAINT-MELANY,,,07275,,,,,,,,,,,,,,,,,,,2008-01-01,A,FERME COMMUNALE MIAILHE,,,,68.20B,NAFRev2,N
210702767,00018,21070276700018,O,1983-03-01,02,2019,,2021-10-27T08:06:34,true,4,HOTEL DE VILLE,,,,,07160,SAINT MICHEL D'AURANCE,,,07276,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
210702767,00026,21070276700026,O,1983-12-21,01,2019,,2021-10-27T08:06:34,false,3,,,,,LE VILLAGE,07160,SAINT MICHEL D'AURANCE,,,07276,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
210702767,00034,21070276700034,O,1992-01-01,NN,,,2007-05-07T14:22:12,false,3,MAIRIE,,,,LE VILLAGE,07160,SAINT MICHEL D'AURANCE,,,07276,,,,,,,,,,,,,,,,,,,2003-12-31,F,ZONE D ACTIVITE,,,,70.1C,NAFRev1,N
210702775,00011,21070277500011,O,1983-03-01,02,2019,,2021-10-27T08:06:34,true,4,HOTEL DE VILLE,,,,,07200,SAINT-MICHEL-DE-BOULOGNE,,,07277,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
210702775,00029,21070277500029,O,1983-12-21,01,2019,,2021-10-27T08:06:34,false,3,,,,,LE VILLAGE,07200,SAINT-MICHEL-DE-BOULOGNE,,,07277,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
