211701016,00019,21170101600019,O,1983-03-01,02,2019,,2021-10-27T08:07:01,true,4,,,,,,17470,CHERBONNIERES,,,17101,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701016,00027,21170101600027,O,1983-12-21,NN,,,2012-05-05T00:24:43,false,3,,4,,RUE,DES ECOLES,17470,CHERBONNIERES,,,17101,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE,,,,85.10Z,NAFRev2,N
211701016,00035,21170101600035,O,2005-09-28,,,,2021-02-23T10:31:26,false,2,,3,,RUE,DE LA MAIRIE,17470,CHERBONNIERES,,,17101,,,,,,,,,,,,,,,,,,,2008-01-01,A,LOTISSEMENT RAMIJOUX,,,,42.99Z,NAFRev2,N
211701024,00013,21170102400013,O,1983-03-01,03,2019,,2021-10-27T08:07:01,true,4,,2,,PL,DU MARECHAL LECLERC,17460,CHERMIGNAC,,,17102,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701024,00021,21170102400021,O,1983-12-21,03,2019,,2021-10-27T08:07:01,false,3,,12,,RUE,DE BEL AIR,17460,CHERMIGNAC,,,17102,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE DOCTEUR MENUDIER,,,,85.20Z,NAFRev2,N
211701024,00039,21170102400039,O,2001-12-25,NN,,,2008-01-04T18:27:00,false,2,,,,LD,LA CROIX,17460,CHERMIGNAC,,,17102,,,,,,,,,,,,,,,,,,,2008-01-01,A,ZONE ECONOMIQUE LA CROIX,,,,42.99Z,NAFRev2,N
211701024,00047,21170102400047,O,2002-12-03,NN,,,2013-10-05T12:11:53,false,4,MAIRIE,2,,PL,DU MARECHAL LECLERC,17460,CHERMIGNAC,,,17102,,,,,,,,,,,,,,,,,,,2012-12-25,F,LOTISSEMENT LES JARDINS DE LA CROIX,,,,42.99Z,NAFRev2,N
211701024,00054,21170102400054,O,2003-04-23,NN,,,2018-12-20T15:18:41,false,4,MAIRIE,2,,PL,DU MARECHAL LECLERC,17460,CHERMIGNAC,,,17102,,,,,,,,,,,,,,,,,,,2014-12-31,F,LOTISSEMENT LES TILLEULS,,,,42.99Z,NAFRev2,N
211701032,00016,21170103200016,O,1983-03-01,NN,,,2019-06-24T13:09:35,true,5,,,,,,17380,LA DEVISE,,,17457,,,,,,,,,,,,,,,,,,,2018-01-01,F,MAIRIE,,,,84.11Z,NAFRev2,O
211701040,00019,21170104000019,O,1983-03-01,11,2019,,2021-10-27T08:07:01,true,4,,,,,,17210,CHEVANCEAUX,,,17104,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701040,00027,21170104000027,O,1983-12-21,02,2019,,2021-10-27T08:07:01,false,3,,,,,LE BOURG,17210,CHEVANCEAUX,,,17104,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE,,,,85.10Z,NAFRev2,N
211701040,00035,21170104000035,O,1983-12-21,NN,,,,false,4,,,,LD,LEZ BOURG,17210,CHEVANCEAUX,,,17104,,,,,,,,,,,,,,,,,,,1997-12-31,F,ECOLE PRIMAIRE DE FILLES,,,,80.1Z,NAF1993,N
211701040,00043,21170104000043,O,1983-12-21,02,2019,,2021-10-27T08:07:01,false,4,,,,PL,DES ECOLES,17210,CHEVANCEAUX,,,17104,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
211701040,00050,21170104000050,O,1974-01-01,NN,,,2008-01-04T18:27:00,false,3,,,,RTE,N 10,17210,CHEVANCEAUX,,,17104,,,,,,,,,,,,,,,,,,,2008-01-01,A,CAMPING MUNICIPAL BELLEVUE,,,,55.30Z,NAFRev2,N
211701057,00013,21170105700013,O,1983-03-01,01,2019,,2021-10-27T08:07:01,true,4,,,,,,17510,CHIVES,,,17105,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701057,00021,21170105700021,O,1983-12-21,NN,,,2009-06-27T03:19:11,false,5,,,,,LE BOURG,17510,CHIVES,,,17105,,,,,,,,,,,,,,,,,,,2008-09-01,F,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
211701057,00039,21170105700039,O,2001-12-25,NN,,,2008-01-04T18:27:00,false,2,,,,LD,OUCHE,17510,CHIVES,,,17105,,,,,,,,,,,,,,,,,,,2008-01-01,A,ATELIER RELAIS OPERATIONS ECONOMIQUE,,,,68.20B,NAFRev2,N
211701065,00016,21170106500016,O,1983-03-01,02,2019,,2021-10-27T08:07:01,true,3,,,,,,17520,CIERZAC,,,17106,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701065,00024,21170106500024,O,1983-12-21,NN,,,2008-04-26T08:17:50,false,3,,,,,LE BOURG,17520,CIERZAC,,,17106,,,,,,,,,,,,,,,,,,,2007-09-01,F,ECOLE PRIMAIRE PUBLIQUE,,,,80.1Z,NAFRev1,N
211701065,00032,21170106500032,O,2006-11-01,,,,2008-01-04T18:27:01,false,2,MAIRIE,,,,,17520,CIERZAC,,,17106,,,,,,,,,,,,,,,,,,,2008-01-01,A,LOCATION LOCAUX,,,,68.20B,NAFRev2,N
211701073,00010,21170107300010,O,1983-03-01,03,2019,,2021-10-27T08:07:01,true,4,,24,,RUE,DE L EGLISE,17290,CIRE D'AUNIS,,,17107,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701073,00028,21170107300028,O,1983-12-21,NN,,,2018-09-29T12:04:35,false,4,,1,,RUE,DE LA MAIRIE,17290,CIRE D'AUNIS,,,17107,,,,,,,,,,,,,,,,,,,2008-01-01,F,ECOLE PRIMAIRE PUBLIQUE DU MARAIS,,,,85.20Z,NAFRev2,N
211701073,00036,21170107300036,O,1999-01-01,NN,,,,false,4,,,,LD,LES ROCS,17290,CIRE D'AUNIS,,,17107,,,,,,,,,,,,,,,,,,,2002-07-31,F,LOTISSEMENT LES ROCS,,,,70.1C,NAF1993,N
211701073,00044,21170107300044,O,1995-07-15,NN,,,2006-10-26T23:40:25,false,3,,,,,LES RABARDEAUX,17290,CIRE D'AUNIS,,,17107,,,,,,,,,,,,,,,,,,,2004-01-01,F,CAMPING MUNICIPAL,,,,55.2C,NAFRev1,N
211701081,00013,21170108100013,O,1983-03-01,02,2019,,2021-10-27T08:07:01,true,4,,,,,,17500,CLAM,,,17108,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701081,00021,21170108100021,O,1983-12-21,01,2019,,2021-10-27T08:07:01,false,3,,,,RUE,HENRI VION,17500,CLAM,,,17108,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE,,,,85.10Z,NAFRev2,N
211701081,00039,21170108100039,O,2001-05-01,NN,,,2008-01-04T18:27:01,false,3,,,,,LA PLANCHE,17500,CLAM,,,17108,,,,,,,,,,,,,,,,,,,2008-01-01,A,LOTISSEMENT,,,,42.99Z,NAFRev2,N
211701099,00015,21170109900015,O,1983-03-01,11,2019,,2021-10-27T08:07:01,true,4,,,,,,17220,CLAVETTE,,,17109,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701099,00023,21170109900023,O,1983-12-21,02,2019,,2021-10-27T08:07:01,false,4,,17,,RUE,DU GRAND CHEMIN,17220,CLAVETTE,,,17109,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PIERRE PERRET,,,,85.20Z,NAFRev2,N
211701107,00016,21170110700016,O,1983-03-01,11,2019,,2021-10-27T08:07:01,true,4,,,,,LE BOURG,17270,CLERAC,,,17110,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701107,00024,21170110700024,O,1983-12-21,02,2019,,2021-10-27T08:07:01,false,3,,,,,LE BOURG,17270,CLERAC,,,17110,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
211701107,00032,21170110700032,O,1983-12-21,NN,,,,false,4,,,,,,17270,CLERAC,,,17110,,,,,,,,,,,,,,,,,,,1997-12-31,F,ECOLE PRIMAIRE PUBLIQUE,,,,80.1Z,NAF1993,N
211701107,00040,21170110700040,O,2004-06-28,NN,,,2011-11-25T10:07:04,false,4,MAIRIE,,,,LE BOURG,17270,CLERAC,,,17110,,,,,,,,,,,,,,,,,,,2011-04-08,F,LOTISSEMENT LE PRE DE REAUX,,,,42.99Z,NAFRev2,N
211701115,00019,21170111500019,O,1983-03-01,02,2019,,2021-10-27T08:07:01,true,4,,2,,PL,JEAN MOULIN,17240,CLION,,,17111,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701115,00027,21170111500027,O,1983-12-21,01,2019,,2021-10-27T08:07:01,false,3,,,,PL,JEAN MOULIN,17240,CLION,,,17111,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE MATERNELLE PUBLIQUE,,,,85.10Z,NAFRev2,N
211701115,00035,21170111500035,O,2004-01-01,NN,,,2008-01-04T18:27:01,false,3,MAIRIE,2,,PL,JEAN MOULIN,17240,CLION,,,17111,,,,,,,,,,,,,,,,,,,2008-01-01,A,LOTISSEMENT LE PRE FLEURI,,,,42.99Z,NAFRev2,N
211701123,00013,21170112300013,O,1983-03-01,02,2019,,2021-10-27T08:07:01,true,4,,78,,RTE,DE MARENNES OLERON,17600,LA CLISSE,,,17112,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701123,00021,21170112300021,O,1983-12-21,01,2019,,2021-10-27T08:07:01,false,4,,20,,RTE,MARENNES OLERON,17600,LA CLISSE,,,17112,,,,,,,,,,,,,,,,,,,2009-10-15,A,ECOLE PRIMAIRE LUCETTE BOUYER,,,,85.20Z,NAFRev2,N
211701123,00039,21170112300039,O,2002-01-01,NN,,,2008-01-04T18:27:01,false,3,MAIRIE,78,,RTE,DE MARENNES OLERON,17600,LA CLISSE,,,17112,,,,,,,,,,,,,,,,,,,2008-01-01,A,LOTISSEMENT LES MOULINS,,,,42.99Z,NAFRev2,N
211701131,00016,21170113100016,O,1983-03-01,02,2019,,2021-10-27T08:07:01,true,4,,,,,,17360,LA CLOTTE,,,17113,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701131,00024,21170113100024,O,1983-12-21,02,2019,,2021-10-27T08:07:01,false,4,,,,,LE BOURG,17360,LA CLOTTE,,,17113,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
211701131,00032,21170113100032,O,2004-11-15,NN,,,2011-11-25T10:09:01,false,4,MAIRIE,,,,LE BOURG,17360,LA CLOTTE,,,17113,,,,,,,,,,,,,,,,,,,2009-12-31,F,LOTISSSEMENT DOMAINE LES CHENES,,,,42.99Z,NAFRev2,N
211701149,00018,21170114900018,O,1983-03-01,02,2019,,2021-10-27T08:07:01,true,4,,,,,,17330,COIVERT,,,17114,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701149,00026,21170114900026,O,1994-02-01,NN,,,,false,4,,41,,RUE,DE LA MAIRIE,17330,COIVERT,,,17114,,,,,,,,,,,,,,,,,,,1997-12-31,F,ECOLE PRIMAIRE PUBLIQUE,,,,80.1Z,NAF1993,O
211701149,00034,21170114900034,O,2002-12-25,NN,,,2008-01-04T18:27:01,false,2,MAIRIE,,,,,17330,COIVERT,,,17114,,,,,,,,,,,,,,,,,,,2008-01-01,A,LOGEMENTS SOCIAUX DE COIVERT,,,,68.20A,NAFRev2,N
211701156,00013,21170115600013,O,1983-03-01,01,2019,,2021-10-27T08:07:01,true,4,,7,,RUE,BEL AIR,17460,COLOMBIERS,,,17115,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701156,00021,21170115600021,O,1983-12-21,01,2019,,2021-10-27T08:07:01,false,3,,2,,RUE,DU 19 MARS 1962,17460,COLOMBIERS,,,17115,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
211701164,00017,21170116400017,O,1983-03-01,01,2019,,2021-10-27T08:07:01,true,3,,,,,,17150,CONSAC,,,17116,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701164,00025,21170116400025,O,1983-12-21,NN,,,2012-05-05T00:24:43,false,4,,,,,LE BOURG,17150,CONSAC,,,17116,,,,,,,,,,,,,,,,,,,2008-09-01,A,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
211701172,00010,21170117200010,O,1983-03-01,02,2019,,2021-10-27T08:07:01,true,3,,,,,,17470,CONTRE,,,17117,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,N
211701172,00028,21170117200028,O,1983-12-21,NN,,,2006-10-26T23:40:25,false,3,,14,,RUE,DES ECOLES,17470,CONTRE,,,17117,,,,,,,,,,,,,,,,,,,2005-08-31,F,ECOLE MATERNELLE PUBLIQUE,,,,80.1Z,NAFRev1,N
211701180,00013,21170118000013,O,1983-03-01,01,2019,,2021-10-27T08:07:01,true,3,,,,,LE BOURG,17130,CORIGNAC,,,17118,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701198,00015,21170119800015,O,1983-03-01,03,2019,,2021-10-27T08:07:01,true,4,,2,,RUE,DES ECOLES,17600,CORME-ECLUSE,,,17119,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
211701198,00023,21170119800023,O,1983-12-21,01,2019,,2021-10-27T08:07:01,false,4,,7,,RUE,DES ECOLES,17600,CORME-ECLUSE,,,17119,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE ELEMENTAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
