292103199,00017,29210319900017,O,1983-08-10,NN,,,2008-01-04T19:06:07,true,3,,,,,MAIRIE,21110,IZEURE,,,21319,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103264,00019,29210326400019,O,1983-08-10,NN,,,2019-11-14T14:00:23,true,3,MAIRIE,,,,PETITE RUE,21450,JOURS-LES-BAIGNEUX,,,21326,,,,,,,,,,,,,,,,,,,2006-02-28,F,,,,,70.1C,NAFRev1,N
292103306,00018,29210330600018,O,1983-08-10,01,2018,,2020-08-25T10:21:33,true,3,MAIRIE,8,,RUE,DE L'EGLISE,21110,LABERGEMENT-FOIGNEY,,,21330,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103314,00012,29210331400012,O,1983-08-10,NN,,,2016-04-26T01:35:07,true,3,,,,,,21130,BILLEY,,,21074,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103322,00015,29210332200015,O,1983-08-10,01,2019,,2021-10-27T08:13:32,true,3,MAIRIE,,,RUE,DE L'EGLISE,21820,LABERGEMENT-LES-SEURRE,,,21332,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103363,00019,29210336300019,O,1983-08-10,NN,,,2008-01-04T19:06:07,true,3,MAIRIE,,,PL,VICTOR GAT,21330,LAIGNES,,,21336,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103389,00014,29210338900014,O,1983-08-10,NN,,,,true,1,,,,,MAIRIE,21440,LAMARGELLE,,,21338,,,,,,,,,,,,,,,,,,,2000-08-30,F,,,,,70.1C,NAF1993,N
292103439,00017,29210343900017,O,1983-08-10,NN,,,2018-10-01T13:19:26,true,4,MAIRIE,14,,RUE,DE L'EGLISE,21330,LARREY,,,21343,,,,,,,,,,,,,,,,,,,2017-10-11,F,,,,,42.99Z,NAFRev2,N
292103454,00016,29210345400016,O,1983-08-10,NN,,,2009-06-27T03:33:06,true,3,,,,,MAIRIE,21440,LERY,,,21345,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103470,00012,29210347000012,O,1983-08-10,NN,,,2013-05-27T17:06:31,true,3,MAIRIE,,,,LE VILLAGE,21200,LEVERNOIS,,,21347,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103504,00018,29210350400018,O,,NN,,,,true,1,,,,,MAIRIE,21520,LIGNEROLLES,,,21350,,,,,,,,,,,,,,,,,,,1995-09-01,F,,,,,70.1C,NAF1993,N
292103512,00011,29210351200011,O,1983-08-10,NN,,,2019-06-24T13:14:34,true,3,MAIRIE,,,,LE VILLAGE,21110,LONGCHAMP,,,21351,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103538,00016,29210353800016,O,1983-08-10,NN,,,2019-11-14T14:00:23,true,3,MAIRIE,,,PL,DE LA MAIRIE,21110,LONGECOURT-EN-PLAINE,,,21353,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103561,00018,29210356100018,O,1983-08-10,01,2018,,2020-08-25T10:21:33,true,3,,,,,MAIRIE,21170,LOSNE,,,21356,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103587,00013,29210358700013,O,,NN,,,2019-11-14T14:00:23,true,1,,,,,MAIRIE,21150,LUCENAY-LE-DUC,,,21358,,,,,,,,,,,,,,,,,,,1991-12-16,F,,,,,90.12,NAP,N
292103595,00016,29210359500016,O,1983-08-10,NN,,,2008-01-04T19:06:07,true,3,,,,,MAIRIE,21290,LUCEY,,,21359,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103629,00013,29210362900013,O,1983-08-10,NN,,,2008-01-04T19:06:07,true,3,,,,,MAIRIE,21320,MACONGE,,,21362,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103645,00019,29210364500019,O,1983-08-10,NN,,,2019-11-14T14:00:23,true,4,MAIRIE,,,,,21450,MAGNY-LAMBERT,,,21364,,,,,,,,,,,,,,,,,,,2012-10-23,F,,,,,42.99Z,NAFRev2,N
292103694,00017,29210369400017,O,1983-08-10,NN,,,2019-11-14T14:00:23,true,3,MAIRIE,,,,LE VILLAGE,21310,MAGNY-SAINT-MEDARD,,,21369,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103702,00018,29210370200018,O,1983-08-10,NN,,,2019-11-14T14:00:23,true,3,MAIRIE,1,,RUE,DE L'ABREUVOIR,21110,MAGNY-SUR-TILLE,,,21370,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103710,00011,29210371000011,O,1983-08-10,01,2019,,2021-10-27T08:13:32,true,3,MAIRIE,,,RUE,BIZOT,21130,LES MAILLYS,,,21371,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103769,00017,29210376900017,O,1983-08-10,NN,,,2021-06-02T08:40:18,true,3,MAIRIE,,,,LE VILLAGE,21270,MARANDEUIL,,,21376,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103785,00013,29210378500013,O,1983-08-10,NN,,,2021-02-11T10:18:32,true,4,MAIRIE,,,,LE VILLAGE,21330,MARCENAY,,,21378,,,,,,,,,,,,,,,,,,,2012-11-16,F,,,,,42.99Z,NAFRev2,N
292103801,00018,29210380100018,O,1983-08-10,NN,,,2019-11-14T14:00:23,true,1,,,,,MAIRIE,21390,MARCIGNY-SOUS-THIL,,,21380,,,,,,,,,,,,,,,,,,,1999-01-22,F,,,,,70.1C,NAF1993,N
292103843,00010,29210384300010,O,1983-08-10,NN,,,2019-11-14T14:00:23,true,3,MAIRIE,,,,GRANDE RUE,21700,MAREY-LES-FUSSEY,,,21384,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAREY LES FUSSEY,,,,42.99Z,NAFRev2,N
292103850,00015,29210385000015,O,1983-08-10,01,2019,,2021-10-27T08:13:32,true,5,MAIRIE,,,RUE,DE VAROUX,21120,MAREY-SUR-TILLE,,,21385,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,O
292103876,00010,29210387600010,O,1983-08-10,01,2019,,2021-10-27T08:13:32,true,4,MAIRIE,,,,LE VILLAGE,21200,MARIGNY-LES-REULLEE,,,21387,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103884,00014,29210388400014,O,1983-08-10,NN,,,2008-01-04T19:06:07,true,3,MAIRIE,2,,RUE,DE L'EGLISE,21110,MARLIENS,,,21388,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103892,00017,29210389200017,O,1983-08-10,NN,,,,true,1,,,,,MAIRIE,21500,MARMAGNE,,,21389,,,,,,,,,,,,,,,,,,,1998-03-06,F,,,,,70.1C,NAF1993,N
292103900,00018,29210390000018,O,,,,,2019-11-14T14:00:23,true,1,,,,,MAIRIE,21200,MARIGNY-LES-REULLEE,,,21387,,,,,,,,,,,,,,,,,,,,F,,,,,90.12,NAP,N
292103934,00017,29210393400017,O,1983-08-10,NN,,,2008-01-04T19:06:07,true,3,,,,,MAIRIE,21400,MASSINGY,,,21393,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292103967,00017,29210396700017,O,,,,,2006-11-25T09:10:29,true,1,,,,,MAIRIE,21510,MAUVILLY,,,21396,,,,,,,,,,,,,,,,,,,,F,,,,,90.12,NAP,N
292104015,00014,29210401500014,O,1983-08-10,NN,,,2014-12-02T09:51:28,true,4,,,,,MAIRIE,21190,MELOISEY,,,21401,,,,,,,,,,,,,,,,,,,2014-06-12,F,,,,,42.99Z,NAFRev2,N
292104056,00018,29210405600018,O,1983-08-10,NN,,,2017-05-04T01:41:52,true,3,MAIRIE,,,RUE,DU BOURG,21190,MERCEUIL,,,21405,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292104080,00018,29210408000018,O,1983-08-10,NN,,,2019-11-14T14:00:23,true,4,MAIRIE,6,,RUE,DES ECOLES,21380,MESSIGNY-ET-VANTOUX,,,21408,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
292104106,00011,29210410600011,O,,NN,,,,true,1,,,,,MAIRIE,21510,MEULSON,,,21410,,,,,,,,,,,,,,,,,,,1997-02-06,F,,,,,70.1C,NAF1993,N
292104114,00015,29210411400015,O,,,,,2006-11-25T09:10:29,true,1,,,,,MAIRIE,21200,MEURSANGES,,,21411,,,,,,,,,,,,,,,,,,,,F,,,,,90.12,NAP,N
292104122,00018,29210412200018,O,1983-08-10,NN,,,2018-09-29T12:08:56,true,4,MAIRIE,,,,GRANDE RUE,21200,MEURSANGES,,,21411,,,,,,,,,,,,,,,,,,,2008-01-01,A,AFR,,,,42.99Z,NAFRev2,N
292104155,00018,29210415500018,O,1983-08-10,NN,,,2006-10-26T23:46:16,true,3,,,,,MAIRIE,21510,MINOT,,,21415,,,,,,,,,,,,,,,,,,,2005-06-15,F,,,,,70.1C,NAFRev1,N
292104163,00012,29210416300012,O,1983-08-10,NN,,,2019-11-14T14:00:23,true,4,MAIRIE,32,,,GRANDE RUE,21310,MIREBEAU-SUR-BEZE,,,21416,,,,,,,,,,,,,,,,,,,2008-01-01,A,AFR,,,,42.99Z,NAFRev2,N
292104189,00017,29210418900017,O,,NN,,,,true,1,,,,,MAIRIE,21510,MOITRON,,,21418,,,,,,,,,,,,,,,,,,,1994-07-05,F,,,,,70.1C,NAF1993,N
