160037016,00013,16003701600013,O,1975-09-03,NN,,,2007-05-19T08:09:14,true,3,,1498,,RTE,DE SAIN BEL,69280,MARCY L'ETOILE,,BP 84,69127,,,,,,,,,,,,,,,,,,,2006-01-01,F,,,,,80.4C,NAFRev1,N
160046041,00010,16004604100010,O,1983-09-27,32,2019,,2021-10-27T08:04:08,false,3,HOTEL DE SOUBISE,60,,RUE,DES FRANCS BOURGEOIS,75003,PARIS 3,,,75103,75141,PARIS CEDEX 03,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,91.01Z,NAFRev2,N
160046041,00028,16004604100028,O,1984-04-01,12,2019,,2021-10-27T08:04:08,false,3,,2,,RUE,DES ARCHIVES,77300,FONTAINEBLEAU,,,77186,77309,FONTAINEBLEAU CEDEX,,,,,,,,,,,,,,,,,2008-01-01,A,ARCHIVES CONTEMPORAINES,,,,91.01Z,NAFRev2,N
160046041,00036,16004604100036,O,1985-01-01,NN,,,2019-11-14T14:00:19,false,4,,29,,CHE,DU MOULIN DE TESTAS,13090,AIX-EN-PROVENCE,,,13001,,,,,,,,,,,,,,,,,,,2008-01-01,F,CTRE DES ARCHIVES D OUTRE MER,,,,91.01Z,NAFRev2,N
160046041,00044,16004604100044,O,2004-10-27,03,2019,,2021-10-27T08:04:08,false,3,DOMAINE ESPEYRAN,,,,ESPEYRAN,30800,SAINT-GILLES,,,30258,,,,,,,,,,,,,,,,,,,2008-01-01,A,CENTRE NATIONAL DES MICROFILMS,,,,91.01Z,NAFRev2,N
160046041,00051,16004604100051,O,2004-12-25,NN,,,2019-03-25T13:48:05,false,3,,78,,BD,DU GENERAL LECLERC,59100,ROUBAIX,,,59512,,,,,,,,,,,,,,,,,,,2008-01-01,F,CTRE DES ARCHIVES DU MONDE DU TRAVAIL,,,,91.01Z,NAFRev2,O
160046041,00069,16004604100069,O,2012-01-26,22,2019,,2021-10-27T08:04:08,true,1,,59,,RUE,GUYNEMER,93380,PIERREFITTE-SUR-SEINE,,,93059,,,,,,,,,,,,,,,,,,,2012-01-26,A,,,,,91.01Z,NAFRev2,N
160046058,00014,16004605800014,O,,,,,,true,1,,60,,RUE,DES FRANCS BOURGEOIS,75003,PARIS 3,,,75103,,,,,,,,,,,,,,,,,,,,F,,,,,96.12,NAP,N
160046066,00017,16004606600017,O,,,,,,true,1,,4,,RUE,DE LA BANQUE,75002,PARIS 2,,,75102,,,,,,,,,,,,,,,,,,,,F,,,,,96.11,NAP,N
160046074,00011,16004607400011,O,1983-03-01,00,2018,,2020-08-25T10:13:29,true,4,COUR DU CARROUSEL,,,PL,DU CARROUSEL,75001,PARIS 1,,,75101,,,,,,,,,,,,,,,,,,,2018-12-25,F,,,,,91.03Z,NAFRev2,N
160046074,00078,16004607400078,O,1983-03-16,NN,,,,false,5,,,,CHE,DU VAL DE POME,06410,BIOT,,,06018,,,,,,,,,,,,,,,,,,,2000-12-25,F,MUSEE NATIONAL FERNAND LEGER,,,,92.5C,NAF1993,N
160046074,00110,16004607400110,O,1978-01-01,NN,,,2019-03-26T16:45:27,false,5,,,,,CHATEAU,02300,BLERANCOURT,,,02093,,,,,,,,,,,,,,,,,,,2008-01-01,F,MUSEE NAT COOPERATION FRANCO-AMERICAINE,,,,91.03Z,NAFRev2,N
160046074,00151,16004607400151,O,1983-03-16,NN,,,,false,4,,8,,PL,WINSTON CHURCHILL,87000,LIMOGES,,,87085,,,,,,,,,,,,,,,,,,,2001-12-31,F,MUSEE NATIONAL ADRIEN-DUBOUCHE,,,,92.5C,NAF1993,N
160046074,00185,16004607400185,O,1983-03-16,NN,,,2019-03-27T09:53:17,false,4,,,,,,17123,ILE D'AIX,,,17004,,,,,,,,,,,,,,,,,,,2008-01-01,F,MUSEES NAPOLEONIEN ET AFRICAIN,,,,91.03Z,NAFRev2,N
160046074,00201,16004607400201,O,1983-03-16,,,,,false,3,,2,,RUE,DU CHATEAU,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,2000-12-25,F,MUSEE NATIONAL DU CHATEAU DE PAU,,,,92.5C,NAF1993,N
160046074,00227,16004607400227,O,1983-03-16,,,,2019-02-21T14:34:51,false,3,,,,,,24260,LES EYZIES,,,24172,,,,,,,,,,,,,,,,,,,2000-12-25,F,MUSEE NATIONAL DE LA PREHISTOIRE,,,,92.5C,NAF1993,N
160046074,00243,16004607400243,O,1985-10-23,,,,,false,3,,36,,AV,DOCTEUR MENARD,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,2000-12-25,F,MUSEE NAT MESSAGE BIBLIQUE MARC-CHAGALL,,,,92.5C,NAF1993,N
160046074,00268,16004607400268,O,1985-08-14,NN,,,,false,4,,4,,RUE,DES BONS ENFANTS,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,2001-12-31,F,MUSEE NATIONAL MAGNIN,,,,92.5C,NAF1993,N
