024053043,00014,02405304300014,O,1999-06-01,,,4932ZA,2014-06-27T00:10:24,true,2,,,,RUE,DU DISPENSAIRE,97600,KOUNGOU,,,97610,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,49.32Z,NAFRev2,N
024053050,00019,02405305000019,O,1999-07-01,,,,2015-11-24T19:35:12,true,3,,4,,RUE,GEORGES NAHOUDA,97615,PAMANDZI,,,97615,,,,,,,,,,,,,,,,,,,2015-05-01,F,,,,,47.11B,NAFRev2,N
024053092,00011,02405309200011,O,1999-06-15,,,,2018-07-25T19:32:26,true,3,,,,,MANGAJOU,97640,SADA,,,97616,,,,,,,,,,,,,,,,,,,2011-08-08,F,,,,,49.32Z,NAFRev2,N
024053118,00014,02405311800014,O,1999-09-01,,,,2013-01-24T14:46:57,true,2,,1,,RUE,DU JARDIN RFO,97615,PAMANDZI,,BP 103,97615,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,59.11B,NAFRev2,O
024053159,00018,02405315900018,O,1999-06-17,,,,2014-09-01T06:08:56,false,3,LOT 19-20,,,,ZI NEL,97600,MAMOUDZOU,,      ,97611,,,,,,,,,,,,,,,,,,,2014-06-24,F,,,,,68.20B,NAFRev2,N
024053159,00026,02405315900026,O,2014-06-24,,,,2021-02-23T10:27:52,true,1,KANGANI,,,CHE,CARRIERE IBS,97600,KOUNGOU,,,97610,,,,,,,,,,,,,,,,,,,2014-06-24,A,,,,,68.20B,NAFRev2,N
024053159,00034,02405315900034,O,2021-06-01,,,,2021-06-19T11:41:20,false,1,CHEMIN MARTIN FLACOURT,1,B,IMP,DES BANIANS,97438,SAINTE-MARIE,,,97418,,,,,,,,,,,,,,,,,,,2021-06-01,A,,,,SANDAWANA,68.20B,NAFRev2,N
024053183,00018,02405318300018,O,1999-05-01,,,,2016-05-27T14:24:11,false,3,,,,QUA,M'JIHARI,97630,ACOUA,,,97601,,,,,,,,,,,,,,,,,,,2016-05-25,F,,,,,47.11B,NAFRev2,N
024053183,00026,02405318300026,O,2002-01-01,,,,2021-02-23T10:27:52,true,1,,,,QUA,M'JIHARI,97630,ACOUA,,,97601,,,,,,,,,,,,,,,,,,,2002-01-01,A,,,,,03.11Z,NAFRev2,N
024053209,00011,02405320900011,O,1999-06-17,,,,2016-11-17T19:28:43,true,4,MGOMBANI,21,,RUE,BOULEVARD DU BAOBAB,97600,MAMOUDZOU,,,97611,,,,,,,,,,,,,,,,,,,2016-11-16,A,,,,,47.11B,NAFRev2,N
024053217,00014,02405321700014,O,1999-06-25,,,,2018-09-14T19:37:56,true,2,,,,QUA,CAVANI,97660,BANDRELE,,,97603,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.11B,NAFRev2,N
024053233,00011,02405323300011,O,1999-06-17,,,,2011-08-11T08:28:19,true,2,,,,LD,KAWENI -10 RUE MOSQUEE VENDREDI,97600,MAMOUDZOU,,,97611,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,56.10C,NAFRev2,N
024053241,00014,02405324100014,O,1994-12-04,,,,2014-08-22T06:02:30,false,3,,,,QUA,LAMBIKI,97600,KOUNGOU,,,97610,,,,,,,,,,,,,,,,,,,2014-04-17,F,,,,,47.11B,NAFRev2,N
024053241,00022,02405324100022,O,2014-04-17,,,,2021-02-23T10:27:52,true,1,KAWENI,12,,RUE,MBAMBONI,97600,MAMOUDZOU,,,97611,,,,,,,,,,,,,,,,,,,2014-04-17,A,,,,,47.11B,NAFRev2,N
024053258,00018,02405325800018,O,1999-07-01,,,,2011-07-23T12:55:32,true,2,,11,,RUE,GEORGES NAHOUDA,97615,PAMANDZI,,,97615,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.11B,NAFRev2,N
024053274,00015,02405327400015,O,2004-01-14,,,4339ZZ,2021-02-23T10:27:52,true,5,TSARARANO,,,RUE,NOUVELLE MOSQUEE LOT TSARARANO,97660,DEMBENI,,,97607,,,,,,,,,,,,,,,,,,,2016-10-05,A,,,,TAYAR SERVICE,43.39Z,NAFRev2,O
024053290,00011,02405329000011,O,1999-07-10,,,,2011-07-23T12:25:56,true,2,,5,,RUE,PAMANDZI KELI -LABATTOIR,97615,PAMANDZI,,,97615,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.89Z,NAFRev2,N
024053316,00014,02405331600014,O,1999-07-01,,,,2012-04-05T09:30:12,true,2,,17,,RUE,CHAKA -CHEMBENYOUMBA,97650,M'TSANGAMOUJI,,,97613,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.11B,NAFRev2,N
024053324,00018,02405332400018,O,1999-06-22,,,,2018-08-30T12:07:38,true,2,,,,PL,DU MARCHEB COUVERT BOX M17,97600,MAMOUDZOU,,,97611,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.89Z,NAFRev2,N
024053381,00018,02405338100018,O,1999-06-15,,,,2020-12-15T05:44:14,true,4,MIRERENI BE,250,,RUE,MFENESSI MAWA,97620,CHIRONGUI,,,97606,,,,,,,,,,,,,,,,,,,2015-12-10,A,,,,,47.11B,NAFRev2,N
024053407,00011,02405340700011,O,1999-06-01,,,,2019-01-07T19:32:37,true,2,KAWENI,,,,ZI NEL,97600,MAMOUDZOU,,      ,97611,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.73A,NAFRev2,O
024053423,00018,02405342300018,O,1999-06-01,,,,2010-01-18T08:20:02,true,3,,,,,RTE SPPM,97600,MAMOUDZOU,,      ,97611,,,,,,,,,,,,,,,,,,,2009-03-27,F,,,,,56.10A,NAFRev2,O
024053431,00011,02405343100011,O,1999-07-01,11,2018,,2020-08-25T10:10:30,true,3,KAWENI,,,,ZI KAWENI,97600,MAMOUDZOU,,      ,97611,,,,,,,,,,,,,,,,,,,2010-12-25,A,,,,,46.69A,NAFRev2,O
