263500142,00413,26350014200413,O,2008-11-03,,,,2019-11-14T14:00:35,false,3,LE PLACIS VERT,,,RTE,DE BETTON,35235,THORIGNE-FOUILLARD,,,35334,,,,,,,,,,,,,,,,,,,2010-01-25,F,MAISON D'ACCUEIL SPECIALISEE BETTON,,,,86.10Z,NAFRev2,N
263500142,00421,26350014200421,O,2004-09-30,,,,2010-07-09T09:45:26,false,3,,,,RTE,DE BETTON,35130,RANNEE,,,35235,,,,,,,,,,,,,,,,,,,2009-12-25,F,MAISON ACCUEIL SPECIALISEE 3,,,,86.10Z,NAFRev2,N
263500142,00439,26350014200439,O,2009-08-01,,,,2019-11-14T14:00:34,false,2,,119,,RUE,DU TEMPLE DE BLOSNE,35136,SAINT-JACQUES-DE-LA-LANDE,,,35281,,,,,,,,,,,,,,,,,,,2014-05-12,F,CMP/CATTP ATLAS,,,,86.10Z,NAFRev2,N
263500142,00447,26350014200447,O,2009-06-01,,,,2019-04-15T13:33:35,false,2,,10,,RUE,JEAN BAPTISTE GUERIN,35740,PACE,,,35210,,,,,,,,,,,,,,,,,,,2018-09-18,F,CMP PACE,,,,86.10Z,NAFRev2,N
263500142,00454,26350014200454,O,2009-10-06,,,,2019-11-14T14:00:34,false,2,,12,,RUE,DE CHATEAUBRIAND,35160,MONTFORT-SUR-MEU,,,35188,,,,,,,,,,,,,,,,,,,2011-09-29,A,CMP CATTP LOUIS GUILLANT,,,,86.10Z,NAFRev2,N
263500142,00462,26350014200462,O,2010-01-01,NN,,,2017-05-04T01:38:56,false,1,,108,,AV,GAL LECLERC,35700,RENNES,,,35238,,,,,,,,,,,,,,,,,,,2010-01-01,A,SSIAD,,,,86.90D,NAFRev2,N
263500142,00470,26350014200470,O,1994-11-02,,,,2019-11-14T14:00:34,false,1,,25,,RUE,FAUBOURG D ANJOU,35130,LA GUERCHE-DE-BRETAGNE,,,35125,,,,,,,,,,,,,,,,,,,1994-11-02,A,CMP LA GUERCHE I 04,,,,86.10Z,NAFRev2,N
263500142,00488,26350014200488,O,2011-10-03,NN,,,2017-05-04T01:38:56,false,1,,6,,RTE,DU GACET,35830,BETTON,,,35024,,,,,,,,,,,,,,,,,,,2011-10-03,A,MAS BETTON TY HEOL,,,,86.10Z,NAFRev2,N
263500142,00496,26350014200496,O,2010-02-03,,,,2018-03-14T10:00:43,false,1,CENTRE HOSPITALIER GUILLAUME REGNIER,108,,AV,GAL LECLERC,35700,RENNES,,BP 60321,35238,35703,RENNES CEDEX 7,,,,,,,,,,,,,,,,,2010-02-03,F,CTRE SOINS ACCOMPAGNEMENT PREVENTION ADDICTOLOGIE,,,,86.10Z,NAFRev2,N
263500142,00504,26350014200504,O,2014-11-07,NN,,,2017-05-04T01:38:56,false,1,SITE DE PONTCHAILLOU,2,,RUE,HENRI LE GUILLOUX,35000,RENNES,,,35238,,,,,,,,,,,,,,,,,,,2014-11-07,A,UHCD GUILLAUME REGNIER,,,,86.10Z,NAFRev2,N
263500142,00512,26350014200512,O,1989-10-09,,,,2021-02-23T10:35:03,false,1,,6,,RUE,DE PARIS,35500,VITRE,,,35360,,,,,,,,,,,,,,,,,,,1989-10-09,A,HOPITAL DE JOUR LA CLAIRIERE VITRE,,,,86.10Z,NAFRev2,N
263500142,00520,26350014200520,O,2016-09-01,,,,2017-01-16T10:10:14,false,1,,24,,RUE,DE SAINT LO,35300,FOUGERES,,,35115,,,,,,,,,,,,,,,,,,,2016-09-01,A,SESSAD MILLE SABORDS FOUGERES,,,,88.91B,NAFRev2,N
