213803620,00029,21380362000029,O,1983-12-21,02,2019,,2021-10-27T08:08:11,false,3,,,,,,38960,SAINT-AUPRE,,,38362,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE LE TILLEUL,,,,85.20Z,NAFRev2,N
213803620,00037,21380362000037,O,1994-12-25,NN,,,2019-11-14T14:00:36,false,2,MAIRIE,,,,,38960,SAINT-AUPRE,,,38362,,,,,,,,,,,,,,,,,,,2008-01-01,A,SCE DE L ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
213803638,00013,21380363800013,O,1983-03-01,03,2019,,2021-10-27T08:08:11,true,4,HOTEL DE VILLE,,,,,38270,SAINT-BARTHELEMY,,,38363,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
213803638,00021,21380363800021,O,1983-12-21,02,2019,,2021-10-27T08:08:11,false,3,,42,,CHE,DES ECOLES,38270,SAINT-BARTHELEMY,,,38363,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
213803638,00039,21380363800039,O,1994-12-25,NN,,,2019-11-14T14:00:36,false,2,MAIRIE,,,,,38270,SAINT-BARTHELEMY,,,38363,,,,,,,,,,,,,,,,,,,2008-01-01,A,REGIE DE TRANSPORTS SCOLAIRES,,,,49.31Z,NAFRev2,N
213803646,00016,21380364600016,O,1983-03-01,03,2019,,2021-10-27T08:08:11,true,4,HOTEL DE VILLE,,,,,38220,SAINT-BARTHELEMY-DE-SECHILIENNE,,,38364,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
213803646,00024,21380364600024,O,1983-12-21,NN,,,2019-11-14T14:00:36,false,4,,,,,,38220,SAINT-BARTHELEMY-DE-SECHILIENNE,,,38364,,,,,,,,,,,,,,,,,,,1998-09-01,F,ECOLE PRIMAIRE PUBLIQUE ILE DE FALCON,,,,80.1Z,NAF1993,N
213803646,00032,21380364600032,O,1993-01-01,02,2019,,2021-10-27T08:08:11,false,3,,,,,LE VILLAGE,38220,SAINT-BARTHELEMY-DE-SECHILIENNE,,,38364,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE CENTRE,,,,85.20Z,NAFRev2,N
213803646,00040,21380364600040,O,1993-01-01,NN,,,2019-11-14T14:00:36,false,3,,,,,,38220,SAINT-BARTHELEMY-DE-SECHILIENNE,,,38364,,,,,,,,,,,,,,,,,,,2003-12-25,F,ECOLE MATERNELLE PUB ILE DE FALCON,,,,80.1Z,NAFRev1,N
213803646,00057,21380364600057,O,1996-01-01,NN,,,2019-11-14T14:00:36,false,4,MAIRIE,,,,,38220,SAINT-BARTHELEMY-DE-SECHILIENNE,,,38364,,,,,,,,,,,,,,,,,,,2008-01-01,A,SCE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
213803646,00065,21380364600065,O,1996-01-01,NN,,,2019-11-14T14:00:36,false,4,MAIRIE,,,,,38220,SAINT-BARTHELEMY-DE-SECHILIENNE,,,38364,,,,,,,,,,,,,,,,,,,1997-12-31,F,SCE ASSAINISSEMENT,,,,90.0A,NAF1993,N
213803646,00073,21380364600073,O,2002-01-01,NN,,,2019-11-14T14:00:36,false,3,MAIRIE,,,,HOTEL DE VILLE,38220,SAINT-BARTHELEMY-DE-SECHILIENNE,,,38364,,,,,,,,,,,,,,,,,,,2008-01-01,A,REG TR SCOL ST BARTHELEMY SECHILIENNE,,,,49.31Z,NAFRev2,N
213803653,00012,21380365300012,O,1983-03-01,03,2019,,2021-10-27T08:08:11,true,4,HOTEL DE VILLE,,,,,38118,SAINT-BAUDILLE-DE-LA-TOUR,,,38365,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
213803653,00020,21380365300020,O,1983-12-21,02,2019,,2021-10-27T08:08:11,false,3,,,,,LE VILLAGE,38118,SAINT-BAUDILLE-DE-LA-TOUR,,,38365,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
213803653,00038,21380365300038,O,1997-01-01,NN,,,2019-11-14T14:00:36,false,3,MAIRIE,,,,,38118,SAINT-BAUDILLE-DE-LA-TOUR,,,38365,,,,,,,,,,,,,,,,,,,2008-01-01,A,SCE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
213803653,00046,21380365300046,O,1999-09-15,NN,,,2019-11-14T14:00:36,false,3,MAIRIE,,,,,38118,SAINT-BAUDILLE-DE-LA-TOUR,,,38365,,,,,,,,,,,,,,,,,,,2008-01-01,A,LOTISSEMENT,,,,42.99Z,NAFRev2,N
213803661,00015,21380366100015,O,1983-03-01,01,2019,,2021-10-27T08:08:11,true,3,HOTEL DE VILLE,,,,,38710,SAINT-BAUDILLE-ET-PIPET,,,38366,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,N
213803661,00023,21380366100023,O,1997-01-01,NN,,,2019-11-14T14:00:36,false,3,MAIRIE,,,,,38710,SAINT-BAUDILLE-ET-PIPET,,,38366,,,,,,,,,,,,,,,,,,,2008-01-01,A,SCE DE L EAU,,,,36.00Z,NAFRev2,N
213803679,00017,21380367900017,O,1983-03-01,00,2019,,2021-10-27T08:08:11,true,5,HOTEL DE VILLE,,,,,38660, PLATEAU-DES-PETITES-ROCHES,,,38395,,,,,,,,,,,,,,,,,,,2019-01-01,F,MAIRIE,,,,84.11Z,NAFRev2,O
213803679,00025,21380367900025,O,1994-12-25,NN,,,2019-01-14T21:39:59,false,3,MAIRIE,,,,LE PELLOUX,38660, PLATEAU-DES-PETITES-ROCHES,,,38395,,,,,,,,,,,,,,,,,,,2018-01-01,F,SCE EAU ET ASSAINISSEMENT,,,,36.00Z,NAFRev2,N
213803679,00033,21380367900033,O,1976-01-01,NN,,,2019-01-31T20:02:17,false,4,,,,LD,PELLOUX,38660, PLATEAU-DES-PETITES-ROCHES,,,38395,,,,,,,,,,,,,,,,,,,2019-01-01,F,CUTLURE ELEVAGE ASSOCIES,,,,01.11Z,NAFRev2,N
213803679,00041,21380367900041,O,2002-11-19,NN,,,2019-01-29T17:28:09,false,4,MAIRIE,105,,RTE,DES TROIS VILLAGES,38660, PLATEAU-DES-PETITES-ROCHES,,,38395,,,,,,,,,,,,,,,,,,,2015-04-17,F,SERVICE DES REMONTEES MECANIQUES,,,,49.39C,NAFRev2,N
213803687,00010,21380368700010,O,1983-03-01,03,2019,,2021-10-27T08:08:11,true,4,HOTEL DE VILLE,,,,,38140,SAINT-BLAISE-DU-BUIS,,,38368,,,,,,,,,,,,,,,,,,,2008-01-01,A,MAIRIE,,,,84.11Z,NAFRev2,O
213803687,00028,21380368700028,O,1983-12-21,03,2019,,2021-10-27T08:08:11,false,3,,,,,,38140,SAINT-BLAISE-DU-BUIS,,,38368,,,,,,,,,,,,,,,,,,,2008-01-01,A,ECOLE PRIMAIRE PUBLIQUE,,,,85.20Z,NAFRev2,N
