269000998,00014,26900099800014,O,1983-03-01,11,2019,,2021-10-27T08:13:24,true,3,,,,PL,LARGER,90300,VALDOIE,,BP 27,90099,,,,,,,,,,,,,,,,,,,2008-01-01,A,CCAS,,,,88.99B,NAFRev2,N
269001004,00010,26900100400010,O,1986-02-04,NN,,,2008-01-04T19:04:54,true,3,,,,,MAIRIE,90120,MORVILLARS,,,90072,,,,,,,,,,,,,,,,,,,2008-01-01,A,CCAS,,,,88.99B,NAFRev2,N
269001012,00013,26900101200013,O,1986-02-04,NN,,,2010-06-26T03:17:52,true,3,,,,,MAIRIE,90360,PETITEFONTAINE,,,90078,,,,,,,,,,,,,,,,,,,2008-01-01,A,CCAS,,,,88.99B,NAFRev2,N
269001020,00016,26900102000016,O,1986-02-04,NN,,,2016-11-20T14:03:56,true,4,,,,,MAIRIE,90370,RECHESY,,,90081,,,,,,,,,,,,,,,,,,,2016-01-01,F,CCAS,,,,88.99B,NAFRev2,N
269001038,00018,26900103800018,O,1986-02-04,NN,,,2019-11-14T14:01:04,true,3,,,,,MAIRIE,90110,ROMAGNY-SOUS-ROUGEMONT,,,90086,,,,,,,,,,,,,,,,,,,2008-01-01,A,CCAS,,,,88.99B,NAFRev2,N
269001046,00011,26900104600011,O,1986-02-04,NN,,,2016-11-20T14:04:35,true,4,,,,,MAIRIE,90100,SAINT DIZIER L'EVEQUE,,,90090,,,,,,,,,,,,,,,,,,,2016-01-01,F,CCAS,,,,88.99B,NAFRev2,N
269001053,00017,26900105300017,O,1986-02-04,NN,,,2016-11-20T14:04:35,true,4,,,,,MAIRIE,90100,SUARCE,,,90095,,,,,,,,,,,,,,,,,,,2016-01-01,F,CCAS,,,,88.99B,NAFRev2,N
269001061,00010,26900106100010,O,1986-02-04,NN,,,2018-07-19T15:50:19,true,4,,,,,MAIRIE,90100,THIANCOURT,,,90096,,,,,,,,,,,,,,,,,,,2017-12-31,F,CCAS,,,,88.99B,NAFRev2,N
269001079,00012,26900107900012,O,1986-02-04,NN,,,2016-11-20T14:04:35,true,4,,,,,MAIRIE,90800,URCEREY,,,90098,,,,,,,,,,,,,,,,,,,2016-01-01,F,CCAS,,,,88.99B,NAFRev2,N
269001087,00015,26900108700015,O,1986-02-04,NN,,,2019-11-14T14:01:04,true,4,,,,,MAIRIE,90100,VILLARS-LE-SEC,,,90105,,,,,,,,,,,,,,,,,,,2018-06-30,F,CCAS,,,,88.99B,NAFRev2,N
269001095,00018,26900109500018,O,1986-09-15,NN,,,2019-11-14T14:01:04,true,4,MAIRIE,,,RUE,DES ECOLES,90200,AUXELLES-BAS,,,90005,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,88.99B,NAFRev2,N
269001103,00010,26900110300010,O,1986-09-16,NN,,,2010-06-26T03:17:53,true,3,,,,,MAIRIE,90800,BAVILLIERS,,,90008,,,,,,,,,,,,,,,,,,,2008-01-01,A,CDE,,,,88.99B,NAFRev2,N
269001111,00013,26900111100013,O,1986-09-16,NN,,,,true,3,,,,,MAIRIE,90100,CROIX,,,90030,,,,,,,,,,,,,,,,,,,1997-01-01,F,CDE,,,,85.3K,NAF1993,N
269001129,00015,26900112900015,O,1986-09-16,NN,,,2010-06-26T03:17:53,true,3,,,,,MAIRIE,90100,COURCELLES,,,90027,,,,,,,,,,,,,,,,,,,2008-01-01,A,CDE,,,,88.99B,NAFRev2,N
269001137,00018,26900113700018,O,1986-09-16,NN,,,2011-05-10T14:02:55,true,3,MAIRIE,23,,RUE,DES ORGUES,90150,CUNELIERES,,,90031,,,,,,,,,,,,,,,,,,,2008-01-01,A,CDE,,,,88.99B,NAFRev2,N
269001145,00011,26900114500011,O,1986-09-18,NN,,,2010-06-26T03:17:53,true,3,MAIRIE,,,RUE,DOCTEUR JACQUOT,90400,DANJOUTIN,,,90032,,,,,,,,,,,,,,,,,,,2008-01-01,A,CDE,,,,88.99B,NAFRev2,N
269001152,00017,26900115200017,O,1986-09-18,NN,,,2010-06-26T03:17:53,true,3,MAIRIE,,,PL,DE L HOTEL DE VILLE,90100,DELLE,,,90033,,,,,,,,,,,,,,,,,,,2008-01-01,A,CDE,,,,88.99B,NAFRev2,N
269001160,00010,26900116000010,O,1986-09-17,NN,,,2010-06-26T03:17:53,true,3,,,,,MAIRIE,90170,ETUEFFONT,,,90041,,,,,,,,,,,,,,,,,,,2008-01-01,A,CDE,,,,88.99B,NAFRev2,N
