244500229,00020,24450022900020,O,1992-01-01,NN,,,2008-01-04T18:48:49,false,3,MAIRIE,,,,COUR ANTIN,45270,BELLEGARDE,,,45031,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
244500229,00038,24450022900038,O,1992-01-01,NN,,,2008-01-04T18:48:49,false,3,MAIRIE,,,,COUR ANTIN,45270,BELLEGARDE,,,45031,,,,,,,,,,,,,,,,,,,2008-01-01,A,SERVICE EAU,,,,36.00Z,NAFRev2,N
244500237,00015,24450023700015,O,,NN,,,2019-11-14T14:00:39,true,1,,,,,,45450,FAY-AUX-LOGES,,,45142,,,,,,,,,,,,,,,,,,,1990-01-01,F,,,,,90.11,NAP,N
244500245,00018,24450024500018,O,1983-03-01,NN,,,2014-06-13T23:40:27,true,5,MAIRIE,,,PL,HONORE COMBE,45320,COURTENAY,,,45115,,,,,,,,,,,,,,,,,,,2012-01-01,F,,,,,84.11Z,NAFRev2,O
244500252,00014,24450025200014,O,1983-03-01,NN,,,,true,1,,,,AV,DU MAL LECLERC,45250,BRIARE,,,45053,,,,,,,,,,,,,,,,,,,1998-01-01,F,,,,,75.1A,NAF1993,O
244500260,00017,24450026000017,O,1983-08-10,NN,,,2009-10-24T03:29:06,true,4,MAIRIE,1,,PL,DENIS POISSON,45300,PITHIVIERS,,,45252,,,,,,,,,,,,,,,,,,,2008-01-16,F,,,,,84.11Z,NAFRev2,N
244500278,00019,24450027800019,O,1983-03-01,,,,,false,3,MAIRIE,29,,,GRANDE RUE,45260,LORRIS,,,45187,,,,,,,,,,,,,,,,,,,1998-12-25,F,,,,,75.1A,NAF1993,N
244500278,00027,24450027800027,O,1998-01-01,NN,,,2006-10-26T23:42:31,false,3,,2,,RUE,DES HALLES,45260,LORRIS,,BP 7,45187,,,,,,,,,,,,,,,,,,,2005-09-16,F,,,,,75.1A,NAFRev1,O
244500278,00035,24450027800035,O,2002-11-08,NN,,,2016-11-16T08:35:14,false,5,,,,,PARC ACTIVITES PAYS DE LORRIS,45260,LORRIS,,,45187,,,,,,,,,,,,,,,,,,,2017-01-01,F,SPANC,,,,37.00Z,NAFRev2,N
244500278,00043,24450027800043,O,2005-09-16,NN,,,2007-05-19T08:22:22,false,2,ZONE INDUSTRIELLE DU LIMET,,,,,45260,LORRIS,,,45187,,,,,,,,,,,,,,,,,,,2006-12-19,F,,,,,75.1A,NAFRev1,O
244500278,00050,24450027800050,O,2006-12-19,NN,,,2019-06-24T13:13:12,true,4,,,,,PARC ACTIVITES DU PAYS DE LORRIS,45260,LORRIS,,,45187,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,84.12Z,NAFRev2,O
244500286,00012,24450028600012,O,1985-05-20,NN,,,2007-05-19T08:22:22,true,3,MAIRIE,9,,RUE,D'ARCONVILLE,45480,OUTARVILLE,,,45240,,,,,,,,,,,,,,,,,,,2006-10-02,F,,,,,75.1A,NAFRev1,N
244500294,00016,24450029400016,O,,NN,,,,true,1,,,,AV,DU MAL LECLERC,45250,BRIARE,,,45053,,,,,,,,,,,,,,,,,,,1990-01-01,F,,,,,90.11,NAP,N
244500310,00010,24450031000010,O,,NN,,,,true,1,,15,,RUE,EUGENE VIGNAT,45000,ORLEANS,,,45234,,,,,,,,,,,,,,,,,,,1985-09-09,F,,,,,90.11,NAP,N
244500328,00012,24450032800012,O,,NN,,,2019-11-14T14:00:39,true,1,,32,,RUE,DU GEN DE GAULLE,45130,MEUNG-SUR-LOIRE,,,45203,,,,,,,,,,,,,,,,,,,1986-06-06,F,,,,,90.11,NAP,N
244500336,00015,24450033600015,O,1975-02-26,NN,,,2019-11-14T14:00:39,true,1,,,,,MAIRIE,45570,DAMPIERRE-EN-BURLY,,,45122,,,,,,,,,,,,,,,,,,,1998-05-07,F,,,,,75.1A,NAF1993,N
244500344,00019,24450034400019,O,,NN,,,2006-11-25T09:08:36,true,1,,,,,MAIRIE,45190,TAVERS,,,45317,,,,,,,,,,,,,,,,,,,1986-10-13,F,,,,,90.11,NAP,N
244500351,00014,24450035100014,O,,,,,2006-11-25T09:08:36,true,1,,,,,MAIRIE,45390,PUISEAUX,,,45258,,,,,,,,,,,,,,,,,,,,F,,,,,90.11,NAP,N
244500369,00016,24450036900016,O,1951-05-22,NN,,,,false,4,,,,,MAIRIE,45150,DARVOY,,,45123,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,75.1A,NAF1993,N
244500369,00024,24450036900024,O,1996-03-22,02,2019,,2021-10-27T08:11:48,true,5,MAIRIE,,,RTE,DE SANDILLON,45150,FEROLLES,,,45144,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.13Z,NAFRev2,O
244500377,00019,24450037700019,O,1989-12-12,NN,,,2019-11-14T14:00:39,true,1,,,,RUE,DE VERDUN,45760,BOIGNY-SUR-BIONNE,,,45034,,,,,,,,,,,,,,,,,,,1999-01-01,F,,,,,75.1A,NAF1993,N
244500393,00016,24450039300016,O,1993-12-17,NN,,,,false,4,MAIRIE,7,,RUE,DE LA MAIRIE,45300,GUIGNEVILLE,,,45162,,,,,,,,,,,,,,,,,,,1997-01-01,F,,,,,75.1A,NAF1993,O
244500393,00024,24450039300024,O,1997-01-01,NN,,,2006-10-26T23:42:31,false,3,MAISON DES COMMUNES,14,,AV,DE LA REPUBLIQUE,45300,PITHIVIERS,,,45252,,,,,,,,,,,,,,,,,,,2004-03-29,F,,,,,75.1A,NAFRev1,O
244500393,00032,24450039300032,O,1999-10-27,NN,,,2016-10-19T08:36:15,false,4,,53,,FG,D ORLEANS,45300,PITHIVIERS,,,45252,,,,,,,,,,,,,,,,,,,2017-01-01,F,SERVICE D'EAU,,,,36.00Z,NAFRev2,N
244500393,00040,24450039300040,O,2000-03-30,NN,,,2016-10-19T08:36:15,false,4,,53,,FG,D ORLEANS,45300,PITHIVIERS,,,45252,,,,,,,,,,,,,,,,,,,2017-01-01,F,ZONE D'ACTIVITES,,,,42.99Z,NAFRev2,N
244500393,00057,24450039300057,O,2004-01-01,NN,,,2018-09-29T12:07:22,false,5,,53,,FG,D ORLEANS,45300,PITHIVIERS,,,45252,,,,,,,,,,,,,,,,,,,2017-01-01,F,SERVICE D'ASSAINISSEMENT,,,,37.00Z,NAFRev2,O
244500393,00065,24450039300065,O,2004-03-29,NN,,,2019-06-24T13:13:12,true,4,,53,,FG,D ORLEANS,45300,PITHIVIERS,,,45252,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,84.11Z,NAFRev2,O
244500401,00017,24450040100017,O,1995-12-20,NN,,,2019-11-14T14:00:39,false,4,MAIRIE,,,PL,DE L HOTEL DE VILLE,45340,BEAUNE-LA-ROLANDE,,,45030,,,,,,,,,,,,,,,,,,,1999-03-16,F,,,,,75.1A,NAF1993,O
244500401,00025,24450040100025,O,1999-03-16,NN,,,2019-11-14T14:00:39,false,4,,1,,,MAIL OUEST,45340,BEAUNE-LA-ROLANDE,,,45030,,,,,,,,,,,,,,,,,,,2010-02-16,F,,,,,84.11Z,NAFRev2,O
244500401,00033,24450040100033,O,2004-05-06,NN,,,2019-11-14T14:00:39,false,5,,3,B,RUE,DES DEPORTES,45340,BEAUNE-LA-ROLANDE,,BP 53,45030,,,,,,,,,,,,,,,,,,,2017-01-01,F,SPANC,,,,84.12Z,NAFRev2,N
244500401,00041,24450040100041,O,2004-09-01,NN,,,2019-11-14T14:00:39,false,4,,1,,,MAIL OUEST,45340,BEAUNE-LA-ROLANDE,,,45030,,,,,,,,,,,,,,,,,,,2008-10-10,F,HALTE GARDERIE ITINERANTE,,,,88.91A,NAFRev2,N
244500401,00058,24450040100058,O,2008-10-10,NN,,,2019-11-14T14:00:39,false,2,,38,,PL,DE LA GARE,45340,BEAUNE-LA-ROLANDE,,,45030,,,,,,,,,,,,,,,,,,,2017-01-01,F,HALTE GARDERIE ITINERANTE,,,,88.91A,NAFRev2,N
244500401,00074,24450040100074,O,2010-02-16,NN,,,2019-11-14T14:00:39,true,2,,3,B,RUE,DES DEPORTES,45340,BEAUNE-LA-ROLANDE,,BP 53,45030,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,84.11Z,NAFRev2,O
244500419,00019,24450041900019,O,1996-12-13,12,2019,,2021-10-27T08:11:48,true,3,,4,,PL,SAINT MACE,45210,FERRIERES-EN-GATINAIS,,BP 22,45145,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,84.11Z,NAFRev2,O
244500419,00027,24450041900027,O,2004-11-19,NN,,,2008-01-04T18:48:49,false,5,,4,,PL,SAINT MACE,45210,FERRIERES-EN-GATINAIS,,BP 22,45145,,,,,,,,,,,,,,,,,,,2008-01-01,A,SPANC,,,,84.12Z,NAFRev2,N
244500419,00084,24450041900084,O,2020-01-23,,,,2020-02-26T14:28:20,false,1,,,,PL,DE L'EGLISE,45210,FERRIERES-EN-GATINAIS,,,45145,,,,,,,,,,,,,,,,,,,2020-01-23,A,OFFICE DE TOURISME,,,,79.90Z,NAFRev2,N
244500427,00012,24450042700012,O,1996-12-24,,,,2019-11-14T14:00:39,false,3,MAIRIE,48,,RUE,ABBE GEORGES THOMAS,45450,FAY-AUX-LOGES,,,45142,,,,,,,,,,,,,,,,,,,1998-07-03,F,,,,,75.1A,NAF1993,N
244500427,00020,24450042700020,O,1998-07-03,NN,,,2011-04-23T04:18:39,false,5,MAIRIE,,,PL,GRAND CLOITRE,45150,JARGEAU,,,45173,,,,,,,,,,,,,,,,,,,2011-04-11,F,,,,,84.11Z,NAFRev2,O
244500427,00038,24450042700038,O,2003-01-27,NN,,,2011-10-05T18:10:41,false,4,,5,,RUE,DU 8 MAI 1945,45150,JARGEAU,,BP 28,45173,,,,,,,,,,,,,,,,,,,2011-03-28,F,ZA DE L'EVANGILE,,,,42.99Z,NAFRev2,N
244500427,00046,24450042700046,O,2004-02-06,12,2019,,2021-10-27T08:11:48,false,5,,5,,RUE,DU 8 MAI 1945,45150,JARGEAU,,BP 28,45173,,,,,,,,,,,,,,,,,,,2021-01-11,F,,,,,84.11Z,NAFRev2,O
244500427,00053,24450042700053,O,2004-02-23,01,2019,,2021-10-27T08:11:48,false,5,,136,,RTE,D ORLEANS,45110,CHATEAUNEUF-SUR-LOIRE,,,45082,,,,,,,,,,,,,,,,,,,2008-01-01,A,SPANC,,,,84.12Z,NAFRev2,O
244500427,00061,24450042700061,O,2008-09-03,03,2019,,2021-10-27T08:11:48,false,1,,136,,RTE,D ORLEANS,45110,CHATEAUNEUF-SUR-LOIRE,,,45082,,,,,,,,,,,,,,,,,,,2008-09-03,A,HALTE GARDERIE ITINERANTE  LUTINS,,,,88.91A,NAFRev2,N
244500427,00095,24450042700095,O,2013-01-17,,,,2021-01-08T09:27:29,false,2,,1,,RUE,DE LA BASSE COUR,45150,JARGEAU,,,45173,,,,,,,,,,,,,,,,,,,2020-12-15,F,CENTRE INTERCOMMUNAL DE SANTE,,,,86.21Z,NAFRev2,N
244500427,00103,24450042700103,O,2021-01-11,,,,2021-02-23T10:34:25,true,1,,136,,RTE,D ORLEANS,45110,CHATEAUNEUF-SUR-LOIRE,,,45082,,,,,,,,,,,,,,,,,,,2021-01-11,A,,,,,84.11Z,NAFRev2,O
244500443,00019,24450044300019,O,1998-01-01,NN,,,2010-04-18T03:15:38,false,4,MAIRIE,,,PL,CHARLES DE GAULLE,45250,BRIARE,,,45053,,,,,,,,,,,,,,,,,,,2008-12-30,F,,,,,84.11Z,NAFRev2,O
