200036549,00026,20003654900026,O,2013-01-01,,,,2021-01-11T20:00:14,false,1,ZAC GRAY SUD II,,,RUE,MARIE AMPERE,70100,GRAY,,,70279,,,,,,,,,,,,,,,,,,,2013-01-01,A,EAU,,,,36.00Z,NAFRev2,N
200036549,00034,20003654900034,O,2013-01-01,,,,2021-01-11T20:00:14,false,1,ZAC GRAY SUD II,,,RUE,MARIE AMPERE,70100,GRAY,,,70279,,,,,,,,,,,,,,,,,,,2013-01-01,A,ASSAINISSEMENT,,,,37.00Z,NAFRev2,N
200036549,00042,20003654900042,O,2013-01-01,,,,2021-01-11T20:00:14,false,1,ZAC GRAY SUD II,,,RUE,MARIE AMPERE,70100,GRAY,,,70279,,,,,,,,,,,,,,,,,,,2013-01-01,A,CINEMA,,,,59.14Z,NAFRev2,N
200036549,00166,20003654900166,O,2020-07-16,,,,2021-01-11T20:00:14,true,1,ZAC GRAY SUD II,,,RUE,MARIE AMPERE,70100,GRAY,,,70279,,,,,,,,,,,,,,,,,,,2020-07-16,A,,,,,84.11Z,NAFRev2,O
200036556,00013,20003655600013,O,2013-01-01,11,2019,,2021-10-27T08:05:37,true,1,,34,,RUE,PRINCIPALE,62123,MONTENESCOURT,,,62586,,,,,,,,,,,,,,,,,,,2013-01-01,A,,,,,36.00Z,NAFRev2,O
200036564,00017,20003656400017,O,2013-01-01,NN,,,2019-03-13T08:32:52,true,1,MAIRIE,3,,RUE,ABBE MEREL,44170,LA GRIGONNAIS,,,44224,,,,,,,,,,,,,,,,,,,2013-01-01,A,,,,,42.99Z,NAFRev2,O
200036572,00010,20003657200010,O,2012-12-31,11,2019,,2021-10-27T08:05:37,true,1,,,,,ZONE D'ACTIVITES LA PRADE,47270,PUYMIROL,,,47217,,,,,,,,,,,,,,,,,,,2012-12-31,A,,,,,84.11Z,NAFRev2,O
200036580,00013,20003658000013,O,2013-01-01,NN,,,2015-05-14T03:27:21,false,2,,44,,RUE,CUSENIER,25580,ETALANS,,,25222,,,,,,,,,,,,,,,,,,,2013-01-28,F,,,,,87.10C,NAFRev2,O
200036580,00021,20003658000021,O,2013-01-01,12,2019,,2021-10-27T08:05:37,false,1,,44,,RUE,CUSENIER,25580,ETALANS,,,25222,,,,,,,,,,,,,,,,,,,2013-01-01,A,FOYER DE VIE,,,,87.20A,NAFRev2,O
200036580,00039,20003658000039,O,2013-01-01,12,2019,,2021-10-27T08:05:37,false,1,,2,,RUE,ADRIEN JOUFFROY,25220,NOVILLARS,,,25429,,,,,,,,,,,,,,,,,,,2013-01-01,A,FOYER DE VIE LE CHATEAU,,,,87.20A,NAFRev2,O
200036580,00047,20003658000047,O,2013-01-01,11,2019,,2021-10-27T08:05:37,false,1,,2,,RUE,DU STADE,25800,VALDAHON,,,25578,,,,,,,,,,,,,,,,,,,2013-01-01,A,FOYER D'HEBERGEMENT L'AVENIR,,,,87.20A,NAFRev2,O
200036580,00054,20003658000054,O,2013-01-01,11,2019,,2021-10-27T08:05:37,false,1,,10,,CHE,DE L ERMITAGE,25000,BESANCON,,,25056,,,,,,,,,,,,,,,,,,,2013-01-01,A,FOYER D'HEBERGEMENT L'ERMITAGE,,,,87.20A,NAFRev2,O
200036580,00062,20003658000062,O,2013-01-01,02,2019,,2021-10-27T08:05:37,false,1,,48,,,GRANDE RUE,25800,VALDAHON,,,25578,,,,,,,,,,,,,,,,,,,2013-01-01,A,FOYER HEBERGEMENT EN MILIEU OUVERT (FHMO),,,,87.20A,NAFRev2,O
200036580,00070,20003658000070,O,2013-01-01,02,2019,,2021-10-27T08:05:37,false,1,,5,,PL,DU GENERAL DE GAULE,25800,VALDAHON,,,25578,,,,,,,,,,,,,,,,,,,2013-01-01,A,SCE D'ACCOMPAGNEMENT A LA VIE SOCIALE (SAVS),,,,88.10B,NAFRev2,O
200036580,00088,20003658000088,O,2013-01-01,21,2019,,2021-10-27T08:05:37,false,1,,31,,RUE,CUSENIER,25580,ETALANS,,,25222,,,,,,,,,,,,,,,,,,,2013-01-01,A,ESAT LA BERGERIE,,,,88.10C,NAFRev2,O
200036580,00096,20003658000096,O,2013-01-01,21,2019,,2021-10-27T08:05:37,false,1,,2,,RUE,DU BASSIN,25220,ROCHE-LEZ-BEAUPRE,,,25495,,,,,,,,,,,,,,,,,,,2013-01-01,A,ESAT,,,,88.10C,NAFRev2,O
200036580,00104,20003658000104,O,2013-01-01,21,2019,,2021-10-27T08:05:37,false,1,,44,,RUE,CUSENIER,25580,ETALANS,,,25222,,,,,,,,,,,,,,,,,,,2013-01-01,A,MAISON D'ACCUEIL SPECIALISEE,,,,87.10C,NAFRev2,O
200036580,00112,20003658000112,O,2013-04-02,,,,2014-02-11T16:59:29,false,1,CITE DES ARTS,,,AV,ARTHUR GAULARD,25000,BESANCON,,,25056,,,,,,,,,,,,,,,,,,,2013-04-02,A,RESTAURANT-SALON DE THE LE PIXEL,,,,56.29B,NAFRev2,N
200036580,00120,20003658000120,O,2014-01-01,,,,2014-02-12T09:38:12,false,2,,1,,RUE,JACQUARD,25000,BESANCON,,,25056,,,,,,,,,,,,,,,,,,,2014-02-06,F,ESAT DU CENTRE HANDICAPES AU TRAVAIL,,,,88.10C,NAFRev2,O
200036580,00138,20003658000138,O,2013-01-28,12,2019,,2021-10-27T08:05:37,true,1,,10,,RUE,LA FAYETTE,25000,BESANCON,,,25056,,,,,,,,,,,,,,,,,,,2013-01-28,A,,,,,87.10C,NAFRev2,O
